ID,Name,Track_ID,Kp_BeginValue,Kp_BeginCorrected_Trolley_Value,Kp_EndValue,Kp_EndCorrected_Trolley_Value,Stabling_Type,Memorized_Localisation,Update_Priority_Level,Automatic_Awakening,Energy_Monitoring_Inhibition_Area_ID,ATO_Margin_Inhibition_Area_ID,SSP_ID_List,Default_Stop,Coupling_Memorized_Localisation
1,STL_HDS_101A,TR_S_1697_HDS,1420793,88,1425115,61,Siding,true,None,false,0,0,SSP_HDS_101A_D;SSP_HDS_101A_U,true,false
2,STL_HDS_101B,TR_S_1697_HDS,1425115,61,1428315,79,Siding,true,None,false,0,0,SSP_HDS_101B_D;SSP_HDS_101B_U,true,false
3,STL_HDS_101C,TR_S_1697_HDS,1428315,79,1431515,26,Siding,true,None,false,0,0,SSP_HDS_101C_D;SSP_HDS_101C_U,true,false
4,STL_HDS_101D,TR_S_1697_HDS,1431515,26,1435837,-7,Siding,true,None,false,0,0,SSP_HDS_101D_D;SSP_HDS_101D_U,true,false
5,STL_ITW_100A,TR_S_ITW1_ITW,1851648,0,1855146,0,Siding,true,None,false,0,0,SSP_ITW_100A_D,true,false
6,STL_ITW_100B,TR_S_ITW1_ITW,1855146,0,1858358,0,Siding,true,None,false,0,0,SSP_ITW_100B_D,true,false
7,STL_ITW_100C,TR_S_ITW1_ITW,1858358,0,1861563,0,Siding,true,None,false,0,0,SSP_ITW_100C_D,true,false
8,STL_ITW_100D,TR_S_ITW1_ITW,1861563,0,1865059,0,Siding,true,None,false,0,0,SSP_ITW_100D_D;SSP_ITW_100D_U,true,false
9,STL_ITW_101A,TR_S_ITW1_ITW,1865059,0,1868536,0,Siding,true,None,false,0,0,SSP_ITW_101A_D,true,false
10,STL_ITW_101B,TR_S_ITW1_ITW,1868536,0,1871747,0,Siding,true,None,false,0,0,SSP_ITW_101B_D,true,false
11,STL_ITW_101C,TR_S_ITW1_ITW,1871747,0,1874963,0,Siding,true,None,false,0,0,SSP_ITW_101C_D,true,false
12,STL_ITW_101D,TR_S_ITW1_ITW,1874963,0,1879145,0,Siding,true,None,false,0,0,SSP_ITW_101D_D;SSP_ITW_101D_U,true,false
13,STL_ITW_103A,TR_S_ITW1_ITW,1885998,0,1889883,0,Siding,true,None,false,0,0,SSP_ITW_103A_U;SSP_ITW_103A_D,true,false
14,STL_ITW_103B,TR_S_ITW1_ITW,1889883,0,1893083,0,Siding,true,None,false,0,0,SSP_ITW_103B_U,true,false
15,STL_ITW_103C,TR_S_ITW1_ITW,1893083,0,1896283,0,Siding,true,None,false,0,0,SSP_ITW_103C_U,true,false
16,STL_ITW_103D,TR_S_ITW1_ITW,1896283,0,1899600,0,Siding,true,None,false,0,0,SSP_ITW_103D_U,true,false
17,STL_ITW_110A,TR_S_EOT_1529_ITW,1860477,0,1864014,0,Siding,true,None,false,0,0,SSP_ITW_110A_D,true,false
