ID,Name,Line_ID,Equipped,GAMA_Zone_Presence,NoV_GAMA_Zone_Presence,Track_ID_List,Headway_Projected,Commercial_Speed,Block_Mode_Max_Speed,CBTC_Max_Speed,Rescue_Train_Max_Speed,D_Signal_Override_Offset,RMF_TIME_VALIDITY,Rollback_Max_Speed,Rollback_Max_Distance
1,ML_SCMA,LI_SCMA,Dual Equipped,true,false,TR_3B_ASW_ITW;TR_3C_ITW_ITW;TR_4B_ASW_ITW;TR_I_1637_VLN;TR_I_1635_VLN;TR_I_1651_VLN;TR_I_1653_VLN;TR_I_1687_HDS;TR_I_1695_HDS;TR_I_1719_HDS;TR_I_1721_HDS;TR_I_1775_ZD;TR_I_1773_ZD;TR_I_1615_ITW;TR_I_1617_ITW;TR_S_1697_HDS;TR_S_ITW1_ITW;TR_S_ITW2_ITW;TR_S_1921_ZD;TR_S_1915_ZD;TR_S_EOT_1529_ITW;TR_S_1505_EOT_ITW;TR_S_1531_EOT_ITW;TR_S_1509_EOT_ITW;TR_I_1513_ITW;TR_I_1511_ITW;TR_I_1523_ITW;TR_S_EOT_1521_ITW;TR_7A_ND_ZD;TR_8_ND_ZD;TR_S_EOT_3207_ND;TR_S_EOT_3213_ND;TR_S_EOT_3211_ND;TR_S_EOT_3205_ND;TR_I_3201_ND;TR_I_3203_ND;TR_I_3223_ND;TR_I_3225_ND;TR_I_3255_CSN;TR_I_3257_CSN;TR_I_3273_CSN;TR_S_EOT_3277_CSN;TR_I_3313_CSN;TR_I_3309_CSN;TR_I_3423_VZG;TR_I_3421_VZG;TR_I_3503_ZD;TR_I_3501_ZD;TR_I_3521_ZD;TR_I_3523_ZD;TR_7B_ZD_ZD;TR_2A_CS_GN;TR_1A_CS_GN;TR_I_203_CS;TR_I_201_CS;TR_S_EOT_239_WPP;TR_I_235_WPP;TR_I_237_WPP;TR_I_245_WPP;TR_I_247_WPP;TR_I_261_SLW;TR_I_263_SLW;TR_S_EOT_309_SLW;TR_I_307_SLW;TR_S_315_EOS_SLW;TR_S_343_LCM;TR_S_313_EOT_LCM;TR_I_329_SLW;TR_I_327_SLW;TR_I_319_SLW;TR_I_345_LCM;TR_I_379_LCM;TR_I_377_LCM;TR_S_375_LCM;TR_S_373_LCM;TR_S_347_LCM;TR_I_371_LCM;TR_I_369_LCM;TR_S_367_EOT_LCM;TR_S_317_LCM;TR_S_421_LCM;TR_I_411_LCM;TR_I_409_LCM;TR_I_403_MDW;TR_6B_MDW_MDW;TR_I_431_MDW;TR_I_429_MDW;TR_I_425_MDW;TR_6C_MDW_MDW;TR_I_451_MDW;TR_I_453_MDW;TR_I_441_MDW;TR_I_443_MDW;TR_I_449_MDW;TR_I_447_MDW;TR_5D_MDW_DMZ;TR_6D_MDW_DMZ;TR_5C_MDW_MDW;TR_5B_MDW_MDW;TR_I_611_SVT;TR_I_613_SVT;TR_I_633_BLW;TR_S_627_EOT_BLW;TR_I_639_BLW;TR_I_641_BLW;TR_I_659_GN;TR_I_661_GN;TR_I_665_GN;TR_I_667_GN;TR_S_673_EOT_GN;TR_S_671_EOT_GN;TR_I_511_DMZ;TR_I_513_DMZ;TR_S_517_EOS_DMZ;TR_S_519_EOS_DMZ;TR_S_531_EOT_DMZ;TR_5E_DMZ_GPP;TR_6E_DMZ_GPP;TR_I_547_DMZ;TR_I_549_DMZ;TR_I_567_GPP;TR_I_569_GPP;TR_I_575_GPP;TR_I_573_GPP;TR_S_579_EOT_GPP;TR_S_583_EOT_GPP;TR_S_581_EOT_GPP;TR_S_585_EOT_GPP;TR_3A_SLW_ZD;TR_4A_SLW_ZD;TR_6A_MDW_OAS;TR_5A_MDW_OAS;TR_I_1833_ZD;TR_S_1831A_ZD;TR_I_1797_ZD;TR_I_1913_ZD;TR_S_1799_EOT_ZD;TR_I_1905_ZD;TR_I_1903_ZD;TR_I_1917_ZD;TR_I_1919_ZD;TR_I_1901_ZD;TR_I_1907_ZD;TR_I_1807_ZD;TR_I_1803_ZD;TR_11_ZD_ZD;TR_12_ZD_ZD;TR_I_1857_OAS;TR_I_1859_OAS;TR_I_1501_ITW;TR_S_ITW3_ITW;TR_S_109A_DMZ,80,35,0,90,25,0,0,2000,50
