ID,Name,Track_ID,KpValue,KpCorrected_Trolley_Value
6112,BC_6112,TR_S_1915_ZD,1007465,-53161
6113,BC_6113,TR_S_1915_ZD,1008785,-53441
6115,BC_6115,TR_S_1915_ZD,1009205,-53441
6117,BC_6117,TR_S_1915_ZD,1010665,-53581
6119,BC_6119,TR_S_1915_ZD,1012405,-54901
4847,BC_4847,TR_S_1915_ZD,1017985,-51701
6875,BC_6875,TR_S_1915_ZD,1024500,-54000
4848,BC_4848,TR_S_1915_ZD,1029195,-51701
4850,BC_4850,TR_7B_ZD_ZD,978273,-56
6226,BC_6226,TR_7B_ZD_ZD,983500,-33
6227,BC_6227,TR_7B_ZD_ZD,983853,-56
6228,BC_6228,TR_7B_ZD_ZD,985413,26574
6229,BC_6229,TR_7B_ZD_ZD,985593,-386
6230,BC_6230,TR_7B_ZD_ZD,987053,-1516
6231,BC_6231,TR_7B_ZD_ZD,987473,-476
6232,BC_6232,TR_7B_ZD_ZD,988793,-1376
6233,BC_6233,TR_7B_ZD_ZD,989213,-476
6234,BC_6234,TR_7B_ZD_ZD,990253,-1096
6235,BC_6235,TR_7B_ZD_ZD,990673,-476
6236,BC_6236,TR_7B_ZD_ZD,991993,-1376
6237,BC_6237,TR_7B_ZD_ZD,992413,-476
6239,BC_6239,TR_7B_ZD_ZD,993453,-1096
6240,BC_6240,TR_7B_ZD_ZD,993873,-476
6241,BC_6241,TR_7B_ZD_ZD,995193,-1376
6242,BC_6242,TR_7B_ZD_ZD,995613,-476
6243,BC_6243,TR_7B_ZD_ZD,996653,-1096
6244,BC_6244,TR_7B_ZD_ZD,997073,-476
6245,BC_6245,TR_7B_ZD_ZD,998393,-1376
6246,BC_6246,TR_7B_ZD_ZD,998813,-476
6247,BC_6247,TR_7B_ZD_ZD,1000253,-1496
6249,BC_6249,TR_7B_ZD_ZD,1000673,-776
6250,BC_6250,TR_7B_ZD_ZD,1001993,-1676
6253,BC_6253,TR_7B_ZD_ZD,1002413,-776
6254,BC_6254,TR_7B_ZD_ZD,1003453,-1396
6255,BC_6255,TR_7B_ZD_ZD,1003873,-776
6256,BC_6256,TR_7B_ZD_ZD,1005193,-1676
6257,BC_6257,TR_7B_ZD_ZD,1005613,-776
6261,BC_6261,TR_7B_ZD_ZD,1006653,-1396
6263,BC_6263,TR_7B_ZD_ZD,1007073,-776
6264,BC_6264,TR_7B_ZD_ZD,1008393,-1676
6265,BC_6265,TR_7B_ZD_ZD,1008813,-776
6266,BC_6266,TR_7B_ZD_ZD,1009973,-1516
6267,BC_6267,TR_7B_ZD_ZD,1010273,-356
6268,BC_6268,TR_7B_ZD_ZD,1011713,-1466
6269,BC_6269,TR_7B_ZD_ZD,1012013,-356
6881,BC_6881,TR_7B_ZD_ZD,1015393,-593
2500,BC_2500,TR_2A_CS_GN,12384,-28
2501,BC_2501,TR_2A_CS_GN,14124,11
4300,BC_4300,TR_2A_CS_GN,17504,-14
4301,BC_4301,TR_2A_CS_GN,19704,-74
2503,BC_2503,TR_2A_CS_GN,21094,-41
2504,BC_2504,TR_2A_CS_GN,22224,-100
2505,BC_2505,TR_2A_CS_GN,22614,-64
2506,BC_2506,TR_2A_CS_GN,22904,-68
4302,BC_4302,TR_2A_CS_GN,25000,-99
4700,BC_4700,TR_2A_CS_GN,32318,-1518
4303,BC_4303,TR_2A_CS_GN,36300,-19
5400,BC_5400,TR_2A_CS_GN,52300,-12
5401,BC_5401,TR_2A_CS_GN,59100,-39
1400,BC_1400,TR_2A_CS_GN,73000,159
1401,BC_1401,TR_2A_CS_GN,75100,191
4701,BC_4701,TR_2A_CS_GN,79963,181
4305,BC_4305,TR_2A_CS_GN,86063,99
2507,BC_2507,TR_2A_CS_GN,88333,102
2508,BC_2508,TR_2A_CS_GN,88713,148
2509,BC_2509,TR_2A_CS_GN,90133,153
4306,BC_4306,TR_2A_CS_GN,91623,87
4307,BC_4307,TR_2A_CS_GN,93623,80
4308,BC_4308,TR_2A_CS_GN,95623,75
2510,BC_2510,TR_2A_CS_GN,97113,77
2511,BC_2511,TR_2A_CS_GN,98533,81
2512,BC_2512,TR_2A_CS_GN,98913,36
4309,BC_4309,TR_2A_CS_GN,101183,33
4702,BC_4702,TR_2A_CS_GN,107283,49
1402,BC_1402,TR_2A_CS_GN,121469,-39
1403,BC_1403,TR_2A_CS_GN,123569,254
4703,BC_4703,TR_2A_CS_GN,136411,179
4310,BC_4310,TR_2A_CS_GN,142511,188
2513,BC_2513,TR_2A_CS_GN,144781,196
2514,BC_2514,TR_2A_CS_GN,145161,173
2515,BC_2515,TR_2A_CS_GN,146581,179
4311,BC_4311,TR_2A_CS_GN,148071,187
4313,BC_4313,TR_2A_CS_GN,150071,181
4316,BC_4316,TR_2A_CS_GN,152071,-37
2516,BC_2516,TR_2A_CS_GN,153561,-29
2517,BC_2517,TR_2A_CS_GN,154981,-26
2518,BC_2518,TR_2A_CS_GN,155361,-10
4317,BC_4317,TR_2A_CS_GN,157631,-17
4704,BC_4704,TR_2A_CS_GN,163731,3
5402,BC_5402,TR_2A_CS_GN,170543,-6
1404,BC_1404,TR_2A_CS_GN,179043,-29
1405,BC_1405,TR_2A_CS_GN,181143,80
5403,BC_5403,TR_2A_CS_GN,188211,63
5404,BC_5404,TR_2A_CS_GN,196711,49
4705,BC_4705,TR_2A_CS_GN,205211,23
4318,BC_4318,TR_2A_CS_GN,211251,1
2520,BC_2520,TR_2A_CS_GN,213581,-31
2521,BC_2521,TR_2A_CS_GN,213961,-55
2522,BC_2522,TR_2A_CS_GN,215381,-52
4319,BC_4319,TR_2A_CS_GN,216871,-47
4320,BC_4320,TR_2A_CS_GN,218871,20
4321,BC_4321,TR_2A_CS_GN,220871,13
2523,BC_2523,TR_2A_CS_GN,222361,21
2524,BC_2524,TR_2A_CS_GN,223781,-46
2525,BC_2525,TR_2A_CS_GN,224161,-69
4322,BC_4322,TR_2A_CS_GN,226431,5
4706,BC_4706,TR_2A_CS_GN,232531,-27
1406,BC_1406,TR_2A_CS_GN,234300,-10
1407,BC_1407,TR_2A_CS_GN,236400,26
5406,BC_5406,TR_2A_CS_GN,238500,-16
5407,BC_5407,TR_2A_CS_GN,254000,-18
5408,BC_5408,TR_2A_CS_GN,270000,-103
5409,BC_5409,TR_2A_CS_GN,280000,101
4708,BC_4708,TR_2A_CS_GN,289792,75
4323,BC_4323,TR_2A_CS_GN,295892,48
2526,BC_2526,TR_2A_CS_GN,298162,61
2527,BC_2527,TR_2A_CS_GN,298542,36
2528,BC_2528,TR_2A_CS_GN,299962,38
4325,BC_4325,TR_2A_CS_GN,301452,41
4326,BC_4326,TR_2A_CS_GN,303452,34
4327,BC_4327,TR_2A_CS_GN,305452,29
2529,BC_2529,TR_2A_CS_GN,306942,34
2530,BC_2530,TR_2A_CS_GN,308362,35
2531,BC_2531,TR_2A_CS_GN,308742,13
4328,BC_4328,TR_2A_CS_GN,311012,19
2532,BC_2532,TR_2A_CS_GN,314402,-30
2533,BC_2533,TR_2A_CS_GN,315232,-8
2534,BC_2534,TR_2A_CS_GN,316282,6
4329,BC_4329,TR_2A_CS_GN,319131,0
4330,BC_4330,TR_2A_CS_GN,323102,-50
2535,BC_2535,TR_2A_CS_GN,325457,-51
4331,BC_4331,TR_2A_CS_GN,328283,-25
1408,BC_1408,TR_2A_CS_GN,332773,-29
1409,BC_1409,TR_2A_CS_GN,334873,-61
5410,BC_5410,TR_2A_CS_GN,350873,101
5412,BC_5412,TR_2A_CS_GN,366873,72
4709,BC_4709,TR_2A_CS_GN,378000,-14
4710,BC_4710,TR_2A_CS_GN,384346,2
4332,BC_4332,TR_2A_CS_GN,390446,-33
2536,BC_2536,TR_2A_CS_GN,392716,-23
2537,BC_2537,TR_2A_CS_GN,393096,24
2539,BC_2539,TR_2A_CS_GN,394516,0
4333,BC_4333,TR_2A_CS_GN,396006,-36
4334,BC_4334,TR_2A_CS_GN,398006,19
4335,BC_4335,TR_2A_CS_GN,400006,-75
2541,BC_2541,TR_2A_CS_GN,401496,-25
2542,BC_2542,TR_2A_CS_GN,402916,-64
2543,BC_2543,TR_2A_CS_GN,403296,-90
4337,BC_4337,TR_2A_CS_GN,405566,-86
4711,BC_4711,TR_2A_CS_GN,411666,-141
5413,BC_5413,TR_2A_CS_GN,423000,-100
1410,BC_1410,TR_2A_CS_GN,431400,-167
1411,BC_1411,TR_2A_CS_GN,433500,20
5415,BC_5415,TR_2A_CS_GN,440938,26
4713,BC_4713,TR_2A_CS_GN,452364,-2
4338,BC_4338,TR_2A_CS_GN,457864,49
2544,BC_2544,TR_2A_CS_GN,460374,35
2545,BC_2545,TR_2A_CS_GN,460664,32
2546,BC_2546,TR_2A_CS_GN,461054,69
2547,BC_2547,TR_2A_CS_GN,462184,76
4339,BC_4339,TR_2A_CS_GN,463574,31
4340,BC_4340,TR_2A_CS_GN,465774,42
2548,BC_2548,TR_2A_CS_GN,469154,5
2549,BC_2549,TR_2A_CS_GN,470894,-27
2551,BC_2551,TR_2A_CS_GN,471284,10
4341,BC_4341,TR_2A_CS_GN,474614,-41
4714,BC_4714,TR_2A_CS_GN,479024,-19
5416,BC_5416,TR_2A_CS_GN,485984,-36
1412,BC_1412,TR_2A_CS_GN,494484,-52
1413,BC_1413,TR_2A_CS_GN,496584,-84
5417,BC_5417,TR_2A_CS_GN,505184,-51
5418,BC_5418,TR_2A_CS_GN,513684,-135
5419,BC_5419,TR_2A_CS_GN,522184,-216
5420,BC_5420,TR_2A_CS_GN,530684,-226
5421,BC_5421,TR_2A_CS_GN,539184,-169
5423,BC_5423,TR_2A_CS_GN,547684,37
5424,BC_5424,TR_2A_CS_GN,549400,-1
5425,BC_5425,TR_2A_CS_GN,563684,111
5426,BC_5426,TR_2A_CS_GN,579684,1
4715,BC_4715,TR_2A_CS_GN,587521,-149
4343,BC_4343,TR_2A_CS_GN,593021,39
2552,BC_2552,TR_2A_CS_GN,595531,25
2553,BC_2553,TR_2A_CS_GN,595821,18
2554,BC_2554,TR_2A_CS_GN,596211,55
2555,BC_2555,TR_2A_CS_GN,597341,-8
4344,BC_4344,TR_2A_CS_GN,598731,29
4345,BC_4345,TR_2A_CS_GN,600931,44
2556,BC_2556,TR_2A_CS_GN,604311,18
2557,BC_2557,TR_2A_CS_GN,606051,-7
2558,BC_2558,TR_2A_CS_GN,606441,35
4346,BC_4346,TR_2A_CS_GN,609771,-18
4716,BC_4716,TR_2A_CS_GN,614181,-42
5427,BC_5427,TR_2A_CS_GN,625000,-14
5429,BC_5429,TR_2A_CS_GN,633000,-40
1414,BC_1414,TR_2A_CS_GN,641600,0
1415,BC_1415,TR_2A_CS_GN,643700,-22
5430,BC_5430,TR_2A_CS_GN,652300,18
5431,BC_5431,TR_2A_CS_GN,662300,16
4717,BC_4717,TR_2A_CS_GN,672949,14
4348,BC_4348,TR_2A_CS_GN,679239,-32
2559,BC_2559,TR_2A_CS_GN,681509,-9
2560,BC_2560,TR_2A_CS_GN,681889,-4
2561,BC_2561,TR_2A_CS_GN,683309,9
4349,BC_4349,TR_2A_CS_GN,684799,10
4350,BC_4350,TR_2A_CS_GN,686799,-2
4351,BC_4351,TR_2A_CS_GN,688799,7
2565,BC_2565,TR_2A_CS_GN,690289,6
2567,BC_2567,TR_2A_CS_GN,691709,11
2569,BC_2569,TR_2A_CS_GN,692089,-8
4352,BC_4352,TR_2A_CS_GN,694359,12
4718,BC_4718,TR_2A_CS_GN,701959,50
1416,BC_1416,TR_2A_CS_GN,718075,5
1417,BC_1417,TR_2A_CS_GN,720175,-25
4719,BC_4719,TR_2A_CS_GN,735971,32
4353,BC_4353,TR_2A_CS_GN,743071,73
2570,BC_2570,TR_2A_CS_GN,745341,14
2571,BC_2571,TR_2A_CS_GN,745721,62
2572,BC_2572,TR_2A_CS_GN,747141,69
4354,BC_4354,TR_2A_CS_GN,748631,13
4356,BC_4356,TR_2A_CS_GN,750631,13
4358,BC_4358,TR_2A_CS_GN,752631,12
2575,BC_2575,TR_2A_CS_GN,754121,15
2576,BC_2576,TR_2A_CS_GN,755541,17
2577,BC_2577,TR_2A_CS_GN,755921,-9
4359,BC_4359,TR_2A_CS_GN,758191,8
4720,BC_4720,TR_2A_CS_GN,764368,2
1419,BC_1419,TR_2A_CS_GN,778406,58
1420,BC_1420,TR_2A_CS_GN,780506,34
5434,BC_5434,TR_2A_CS_GN,794206,-11
5436,BC_5436,TR_2A_CS_GN,809000,-5
5438,BC_5438,TR_2A_CS_GN,816000,841
4722,BC_4722,TR_2A_CS_GN,826599,-5421
4360,BC_4360,TR_2A_CS_GN,831009,38
2578,BC_2578,TR_2A_CS_GN,834339,80
2579,BC_2579,TR_2A_CS_GN,834729,42
2580,BC_2580,TR_2A_CS_GN,836469,4
4362,BC_4362,TR_2A_CS_GN,839849,34
4364,BC_4364,TR_2A_CS_GN,842049,34
2581,BC_2581,TR_2A_CS_GN,843439,61
2582,BC_2582,TR_2A_CS_GN,844569,-5
2583,BC_2583,TR_2A_CS_GN,844959,27
2584,BC_2584,TR_2A_CS_GN,845249,18
4365,BC_4365,TR_2A_CS_GN,847759,-6
4724,BC_4724,TR_2A_CS_GN,853259,17
5629,BC_5629,TR_2A_CS_GN,860000,-4
1421,BC_1421,TR_2A_CS_GN,866088,-9
1422,BC_1422,TR_2A_CS_GN,868188,14
5439,BC_5439,TR_2A_CS_GN,876588,40
4725,BC_4725,TR_2A_CS_GN,884672,50
4366,BC_4366,TR_2A_CS_GN,891772,-5
2585,BC_2585,TR_2A_CS_GN,894042,9
2586,BC_2586,TR_2A_CS_GN,894422,-14
2588,BC_2588,TR_2A_CS_GN,895842,-6
4367,BC_4367,TR_2A_CS_GN,897332,3
4369,BC_4369,TR_2A_CS_GN,899332,-2
4370,BC_4370,TR_2A_CS_GN,901332,-6
