ID,Name,Track_ID,Platform_Type,Stabling_Location_ID,PSD_ID,ESP_ID_List,Kp_BeginValue,Kp_BeginCorrected_Trolley_Value,Kp_EndValue,Kp_EndCorrected_Trolley_Value,Platform_Length,Max_Alignment_Distance,C_Dock_Prec_Dist_Max,Skip_Speed,C_Late_Change_Distance,SSP_ID_List,Secondary_SSP_ID_List,Pre_Platform_SSP_ID_List,Default_Stop
76,PF_DVD_1A_RU,TR_1A_CS_GN,Single Right Docking,0,0,0,680201,0,695680,0,15479,0,0,30,61014,SSP_DVD_1_U_1;SSP_DVD_1_U_2;SSP_DVD_1_U_3;SSP_DVD_1_U_4;SSP_DVD_1_D_1;SSP_DVD_1_D_2;SSP_DVD_1_D_3;SSP_DVD_1_D_4,0,SSP_PP_SVT_1_U;SSP_PP_SVT_1_D,true
77,PF_DVD_2A_LD,TR_2A_CS_GN,Single Left Docking,0,0,0,679059,0,694540,0,15481,0,0,30,57272,SSP_DVD_2_U_1;SSP_DVD_2_U_2;SSP_DVD_2_U_3;SSP_DVD_2_U_4;SSP_DVD_2_D_1;SSP_DVD_2_D_2;SSP_DVD_2_D_3;SSP_DVD_2_D_4,0,SSP_PP_SVT_2_U;SSP_PP_SVT_2_D,true
78,PF_SVT_1A_LU,TR_1A_CS_GN,Single Left Docking,0,0,0,743975,0,759463,0,15488,0,0,30,51226,SSP_SVT_5_U_1;SSP_SVT_5_U_2;SSP_SVT_5_U_3;SSP_SVT_5_U_4;SSP_SVT_5_D_1;SSP_SVT_5_D_2;SSP_SVT_5_D_3;SSP_SVT_5_D_4,0,SSP_PP_SVT_5_U;SSP_PP_SVT_5_D,true
79,PF_SVT_2A_RD,TR_2A_CS_GN,Single Right Docking,0,0,0,742929,0,758378,0,15449,0,0,30,51632,SSP_SVT_6_U_1;SSP_SVT_6_U_2;SSP_SVT_6_U_3;SSP_SVT_6_U_4;SSP_SVT_6_D_1;SSP_SVT_6_D_2;SSP_SVT_6_D_3;SSP_SVT_6_D_4,0,SSP_PP_SVT_6_U;SSP_PP_SVT_6_D,true
80,PF_BMR_1A_LU,TR_1A_CS_GN,Single Left Docking,0,0,0,834620,0,850355,0,15735,0,0,30,49781,SSP_BMR_1_D;SSP_BMR_1_U_1;SSP_BMR_1_U_2;SSP_BMR_1_U_3;SSP_BMR_1_U_4,0,SSP_PP_BLW_1_U;SSP_PP_BLW_1_D,true
81,PF_BMR_2A_RD,TR_2A_CS_GN,Single Right Docking,0,0,0,833839,0,849316,0,15477,0,0,30,50164,SSP_BMR_2_D;SSP_BMR_2_U_1;SSP_BMR_2_U_2;SSP_BMR_2_U_3;SSP_BMR_2_U_4,0,SSP_PP_BLW_2_U;SSP_PP_BLW_2_D,true
82,PF_BLW_1A_LU,TR_1A_CS_GN,Single Left Docking,0,0,0,892712,0,908168,0,15456,0,0,30,51040,SSP_BLW_5_U_1;SSP_BLW_5_U_2;SSP_BLW_5_U_3;SSP_BLW_5_U_4;SSP_BLW_5_D_1;SSP_BLW_5_D_2;SSP_BLW_5_D_3;SSP_BLW_5_D_4,0,SSP_PP_BLW_5_U;SSP_PP_BLW_5_D,true
83,PF_BLW_2A_RD,TR_2A_CS_GN,Single Right Docking,0,0,0,891586,0,907079,0,15493,0,0,30,52191,SSP_BLW_6_U_1;SSP_BLW_6_U_2;SSP_BLW_6_U_3;SSP_BLW_6_U_4;SSP_BLW_6_D_1;SSP_BLW_6_D_2;SSP_BLW_6_D_3;SSP_BLW_6_D_4,0,SSP_PP_BLW_6_U;SSP_PP_BLW_6_D,true
84,PF_HLD_1A_LU,TR_1A_CS_GN,Single Left Docking,0,0,0,1001609,0,1017096,0,15487,0,0,30,55147,SSP_HLD_1_U_1;SSP_HLD_1_U_2;SSP_HLD_1_U_3;SSP_HLD_1_U_4;SSP_HLD_1_D_1;SSP_HLD_1_D_2;SSP_HLD_1_D_3;SSP_HLD_1_D_4,0,SSP_PP_GN_1_U;SSP_PP_GN_1_D,true
85,PF_HLD_2A_RD,TR_2A_CS_GN,Single Right Docking,0,0,0,1000516,0,1016004,0,15488,0,0,30,55147,SSP_HLD_2_U_1;SSP_HLD_2_U_2;SSP_HLD_2_U_3;SSP_HLD_2_U_4;SSP_HLD_2_D_1;SSP_HLD_2_D_2;SSP_HLD_2_D_3;SSP_HLD_2_D_4,0,SSP_PP_GN_2_U;SSP_PP_GN_2_D,true
86,PF_RGB_1A_LU,TR_1A_CS_GN,Single Left Docking,0,0,0,1123731,0,1139222,0,15491,0,0,30,63736,SSP_RGB_5_U_1;SSP_RGB_5_U_2;SSP_RGB_5_U_3;SSP_RGB_5_U_4;SSP_RGB_5_D_1;SSP_RGB_5_D_2;SSP_RGB_5_D_3;SSP_RGB_5_D_4,0,SSP_PP_GN_5_U;SSP_PP_GN_5_D,true
87,PF_RGB_2A_RD,TR_2A_CS_GN,Single Right Docking,0,0,0,1122135,0,1137627,0,15492,0,0,30,68492,SSP_RGB_8_U_1;SSP_RGB_8_U_2;SSP_RGB_10_U_3;SSP_RGB_10_U_4;SSP_RGB_8_D_1;SSP_RGB_8_D_2;SSP_RGB_6_D_3;SSP_RGB_6_D_4,0,SSP_PP_GN_6_D;SSP_PP_GN_10_U,true
88,PF_GN_1A_LU,TR_1A_CS_GN,Single Left Docking,0,0,ESP_GN_1A_LU,1226815,0,1239976,0,13161,0,0,25,56505,SSP_GN_9_U_1;SSP_GN_9_U_2;SSP_GN_9_U_3;SSP_GN_9_U_4;SSP_GN_9_D_1;SSP_GN_9_D_2;SSP_GN_9_D_3;SSP_GN_9_D_4,0,SSP_PP_GN_9_U;SSP_PP_GN_9_D,true
89,PF_GN_2A_RD,TR_2A_CS_GN,Single Right Docking,0,0,0,1225345,0,1238532,0,13187,0,0,25,56082,SSP_GN_16_U_1;SSP_GN_16_U_2;SSP_GN_16_U_3;SSP_GN_16_U_4;SSP_GN_16_D_1;SSP_GN_16_D_2;SSP_GN_16_D_3;SSP_GN_16_D_4,0,SSP_PP_GN_16_U;SSP_PP_GN_16_D,true
