ID,Name,Track_ID,PSR_Type,Direction,PSR_Speed,KpValue,KpCorrected_Trolley_Value,Train_Formation_Characteristics_ID_List
1362,PSR_8_ND_ZD_8_SD,TR_8_ND_ZD,Safety,Down,55,1573500,150,0
1363,PSR_7A_ND_ZD_7_FD,TR_7A_ND_ZD,Functional,Down,70,1596800,0,0
1364,PSR_7A_ND_ZD_7_SD,TR_7A_ND_ZD,Safety,Down,77,1596800,0,0
1365,PSR_7A_ND_ZD_8_FU,TR_7A_ND_ZD,Functional,Up,25,1596800,0,0
1366,PSR_7A_ND_ZD_8_SU,TR_7A_ND_ZD,Safety,Up,27,1596800,0,0
1369,PSR_7A_ND_ZD_8_FD,TR_7A_ND_ZD,Functional,Down,25,1634912,0,0
1370,PSR_7A_ND_ZD_8_SD,TR_7A_ND_ZD,Safety,Down,27,1634912,0,0
1375,PSR_8_ND_ZD_9_FU,TR_8_ND_ZD,Functional,Up,60,1453160,1049,0
1376,PSR_8_ND_ZD_9_SU,TR_8_ND_ZD,Safety,Up,65,1453160,1049,0
1377,PSR_8_ND_ZD_9_FD,TR_8_ND_ZD,Functional,Down,70,1453160,1049,0
1378,PSR_8_ND_ZD_9_SD,TR_8_ND_ZD,Safety,Down,77,1453160,1049,0
2001,PSR_2A_CS_GN_1_FU,TR_2A_CS_GN,Functional,Up,70,11366,-70,0
2002,PSR_2A_CS_GN_1_SU,TR_2A_CS_GN,Safety,Up,77,11366,-70,0
2003,PSR_2A_CS_GN_2_FU,TR_2A_CS_GN,Functional,Up,25,1238532,0,0
2004,PSR_2A_CS_GN_2_SU,TR_2A_CS_GN,Safety,Up,27,1238532,0,0
2005,PSR_2A_CS_GN_1_FD,TR_2A_CS_GN,Functional,Down,25,1275488,-5,0
2006,PSR_2A_CS_GN_1_SD,TR_2A_CS_GN,Safety,Down,27,1275488,-5,0
2007,PSR_2A_CS_GN_2_FD,TR_2A_CS_GN,Functional,Down,70,1238532,0,0
2008,PSR_2A_CS_GN_2_SD,TR_2A_CS_GN,Safety,Down,77,1238532,0,0
2009,PSR_1A_CS_GN_1_FU,TR_1A_CS_GN,Functional,Up,70,11168,1,0
2010,PSR_1A_CS_GN_1_SU,TR_1A_CS_GN,Safety,Up,77,11168,1,0
2011,PSR_1A_CS_GN_2_FU,TR_1A_CS_GN,Functional,Up,25,1239976,0,0
2012,PSR_1A_CS_GN_2_SU,TR_1A_CS_GN,Safety,Up,27,1239976,0,0
2013,PSR_1A_CS_GN_1_FD,TR_1A_CS_GN,Functional,Down,25,1276896,-8,0
2014,PSR_1A_CS_GN_1_SD,TR_1A_CS_GN,Safety,Down,27,1276896,-8,0
2015,PSR_1A_CS_GN_2_FD,TR_1A_CS_GN,Functional,Down,70,1239976,0,0
2016,PSR_1A_CS_GN_2_SD,TR_1A_CS_GN,Safety,Down,77,1239976,0,0
2017,PSR_201_CS_1_FU,TR_I_201_CS,Functional,Up,40,0,0,0
2018,PSR_201_CS_1_SU,TR_I_201_CS,Safety,Up,44,0,0,0
2019,PSR_201_CS_1_FD,TR_I_201_CS,Functional,Down,40,9536,0,0
2020,PSR_201_CS_1_SD,TR_I_201_CS,Safety,Down,44,9536,0,0
2021,PSR_203_CS_1_FU,TR_I_203_CS,Functional,Up,40,0,0,0
2022,PSR_203_CS_1_SU,TR_I_203_CS,Safety,Up,44,0,0,0
2023,PSR_203_CS_1_FD,TR_I_203_CS,Functional,Down,40,9521,0,0
2024,PSR_203_CS_1_SD,TR_I_203_CS,Safety,Down,44,9521,0,0
2025,PSR_235_WPP_1_FU,TR_I_235_WPP,Functional,Up,25,0,0,0
2026,PSR_235_WPP_1_SU,TR_I_235_WPP,Safety,Up,27,0,0,0
2027,PSR_235_WPP_1_FD,TR_I_235_WPP,Functional,Down,25,5486,0,0
2028,PSR_235_WPP_1_SD,TR_I_235_WPP,Safety,Down,27,5486,0,0
2029,PSR_237_WPP_1_FU,TR_I_237_WPP,Functional,Up,25,0,0,0
2030,PSR_237_WPP_1_SU,TR_I_237_WPP,Safety,Up,27,0,0,0
2031,PSR_237_WPP_1_FD,TR_I_237_WPP,Functional,Down,25,6381,0,0
2032,PSR_237_WPP_1_SD,TR_I_237_WPP,Safety,Down,27,6381,0,0
2033,PSR_239_WPP_FU,TR_S_EOT_239_WPP,Functional,Up,70,181246,-1,0
2034,PSR_239_WPP_SU,TR_S_EOT_239_WPP,Safety,Up,77,181246,-1,0
2035,PSR_239_WPP_FD,TR_S_EOT_239_WPP,Functional,Down,70,210606,0,0
2036,PSR_239_WPP_SD,TR_S_EOT_239_WPP,Safety,Down,77,210606,0,0
2037,PSR_245_WPP_1_FU,TR_I_245_WPP,Functional,Up,40,0,0,0
2038,PSR_245_WPP_1_SU,TR_I_245_WPP,Safety,Up,44,0,0,0
2039,PSR_245_WPP_1_FD,TR_I_245_WPP,Functional,Down,40,5683,0,0
2040,PSR_245_WPP_1_SD,TR_I_245_WPP,Safety,Down,44,5683,0,0
2041,PSR_247_WPP_1_FU,TR_I_247_WPP,Functional,Up,40,0,0,0
2042,PSR_247_WPP_1_SU,TR_I_247_WPP,Safety,Up,44,0,0,0
2043,PSR_247_WPP_1_FD,TR_I_247_WPP,Functional,Down,40,5214,0,0
2044,PSR_247_WPP_1_SD,TR_I_247_WPP,Safety,Down,44,5214,0,0
2045,PSR_261_SLW_1_FU,TR_I_261_SLW,Functional,Up,40,0,0,0
2046,PSR_261_SLW_1_SU,TR_I_261_SLW,Safety,Up,44,0,0,0
2047,PSR_261_SLW_1_FD,TR_I_261_SLW,Functional,Down,40,6477,0,0
2048,PSR_261_SLW_1_SD,TR_I_261_SLW,Safety,Down,44,6477,0,0
2049,PSR_263_SLW_1_FU,TR_I_263_SLW,Functional,Up,40,0,0,0
2050,PSR_263_SLW_1_SU,TR_I_263_SLW,Safety,Up,44,0,0,0
2051,PSR_263_SLW_1_FD,TR_I_263_SLW,Functional,Down,40,6480,0,0
2052,PSR_263_SLW_1_SD,TR_I_263_SLW,Safety,Down,44,6480,0,0
2053,PSR_3A_SLW_ZD_FU,TR_3A_SLW_ZD,Functional,Up,70,445179,0,0
2054,PSR_3A_SLW_ZD_SU,TR_3A_SLW_ZD,Safety,Up,77,445179,0,0
2055,PSR_3A_SLW_ZD_FD,TR_3A_SLW_ZD,Functional,Down,70,1021381,-11,0
2056,PSR_3A_SLW_ZD_SD,TR_3A_SLW_ZD,Safety,Down,77,1021381,-11,0
2057,PSR_4A_SLW_ZD_FU,TR_4A_SLW_ZD,Functional,Up,70,445083,0,0
2058,PSR_4A_SLW_ZD_SU,TR_4A_SLW_ZD,Safety,Up,77,445083,0,0
2059,PSR_4A_SLW_ZD_FD,TR_4A_SLW_ZD,Functional,Down,70,1025969,-23,0
2060,PSR_4A_SLW_ZD_SD,TR_4A_SLW_ZD,Safety,Down,77,1025969,-23,0
2063,PSR_309_SLW_2_FU,TR_S_EOT_309_SLW,Functional,Up,25,447076,-3,0
2064,PSR_309_SLW_2_SU,TR_S_EOT_309_SLW,Safety,Up,27,447076,-3,0
2065,PSR_309_SLW_1_FD,TR_S_EOT_309_SLW,Functional,Down,25,462314,0,0
2066,PSR_309_SLW_1_SD,TR_S_EOT_309_SLW,Safety,Down,27,462314,0,0
2069,PSR_307_SLW_1_FU,TR_I_307_SLW,Functional,Up,25,0,0,0
2070,PSR_307_SLW_1_SU,TR_I_307_SLW,Safety,Up,27,0,0,0
2071,PSR_307_SLW_1_FD,TR_I_307_SLW,Functional,Down,25,6158,0,0
2072,PSR_307_SLW_1_SD,TR_I_307_SLW,Safety,Down,27,6158,0,0
2073,PSR_319_SLW_1_FU,TR_I_319_SLW,Functional,Up,25,0,0,0
2074,PSR_319_SLW_1_SU,TR_I_319_SLW,Safety,Up,27,0,0,0
2075,PSR_319_SLW_1_FD,TR_I_319_SLW,Functional,Down,25,5629,0,0
2076,PSR_319_SLW_1_SD,TR_I_319_SLW,Safety,Down,27,5629,0,0
2077,PSR_327_SLW_1_FU,TR_I_327_SLW,Functional,Up,40,0,0,0
2078,PSR_327_SLW_1_SU,TR_I_327_SLW,Safety,Up,44,0,0,0
2079,PSR_327_SLW_1_FD,TR_I_327_SLW,Functional,Down,40,5572,0,0
2080,PSR_327_SLW_1_SD,TR_I_327_SLW,Safety,Down,44,5572,0,0
2081,PSR_329_SLW_1_FU,TR_I_329_SLW,Functional,Up,40,0,0,0
2082,PSR_329_SLW_1_SU,TR_I_329_SLW,Safety,Up,44,0,0,0
2083,PSR_329_SLW_1_FD,TR_I_329_SLW,Functional,Down,40,5582,0,0
2084,PSR_329_SLW_1_SD,TR_I_329_SLW,Safety,Down,44,5582,0,0
2085,PSR_345_LCM_1_FU,TR_I_345_LCM,Functional,Up,25,0,0,0
2086,PSR_345_LCM_1_SU,TR_I_345_LCM,Safety,Up,27,0,0,0
2087,PSR_345_LCM_1_FD,TR_I_345_LCM,Functional,Down,25,3772,0,0
2088,PSR_345_LCM_1_SD,TR_I_345_LCM,Safety,Down,27,3772,0,0
2089,PSR_369_LCM_1_FU,TR_I_369_LCM,Functional,Up,25,0,0,0
2090,PSR_369_LCM_1_SU,TR_I_369_LCM,Safety,Up,27,0,0,0
2091,PSR_369_LCM_1_FD,TR_I_369_LCM,Functional,Down,25,4180,0,0
2092,PSR_369_LCM_1_SD,TR_I_369_LCM,Safety,Down,27,4180,0,0
2093,PSR_371_LCM_1_FU,TR_I_371_LCM,Functional,Up,25,0,0,0
2094,PSR_371_LCM_1_SU,TR_I_371_LCM,Safety,Up,27,0,0,0
2095,PSR_371_LCM_1_FD,TR_I_371_LCM,Functional,Down,25,4228,0,0
2096,PSR_371_LCM_1_SD,TR_I_371_LCM,Safety,Down,27,4228,0,0
2097,PSR_377_LCM_1_FU,TR_I_377_LCM,Functional,Up,25,0,0,0
2098,PSR_377_LCM_1_SU,TR_I_377_LCM,Safety,Up,27,0,0,0
2099,PSR_377_LCM_1_FD,TR_I_377_LCM,Functional,Down,25,3196,0,0
2100,PSR_377_LCM_1_SD,TR_I_377_LCM,Safety,Down,27,3196,0,0
2101,PSR_379_LCM_1_FU,TR_I_379_LCM,Functional,Up,25,0,0,0
2102,PSR_379_LCM_1_SU,TR_I_379_LCM,Safety,Up,27,0,0,0
2103,PSR_379_LCM_1_FD,TR_I_379_LCM,Functional,Down,25,3670,0,0
2104,PSR_379_LCM_1_SD,TR_I_379_LCM,Safety,Down,27,3670,0,0
2109,PSR_313_SLW_1_FU,TR_S_313_EOT_LCM,Functional,Up,25,480591,0,0
2110,PSR_313_SLW_1_SU,TR_S_313_EOT_LCM,Safety,Up,27,480591,0,0
2115,PSR_313_SLW_2_FD,TR_S_313_EOT_LCM,Functional,Down,25,546869,0,0
2116,PSR_313_SLW_2_SD,TR_S_313_EOT_LCM,Safety,Down,27,546869,0,0
2117,PSR_315_SLW_1_FU,TR_S_315_EOS_SLW,Functional,Up,25,476057,0,0
2118,PSR_315_SLW_1_SU,TR_S_315_EOS_SLW,Safety,Up,27,476057,0,0
2119,PSR_315_SLW_2_FU,TR_S_315_EOS_SLW,Functional,Up,70,482365,0,0
2120,PSR_315_SLW_2_SU,TR_S_315_EOS_SLW,Safety,Up,77,482365,0,0
2121,PSR_315_SLW_1_FD,TR_S_315_EOS_SLW,Functional,Down,70,525007,0,0
2122,PSR_315_SLW_1_SD,TR_S_315_EOS_SLW,Safety,Down,77,525007,0,0
2123,PSR_315_SLW_2_FD,TR_S_315_EOS_SLW,Functional,Down,25,482365,0,0
2124,PSR_315_SLW_2_SD,TR_S_315_EOS_SLW,Safety,Down,27,482365,0,0
2125,PSR_317_LCM_1_FU,TR_S_317_LCM,Functional,Up,25,475732,0,0
2126,PSR_317_LCM_1_SU,TR_S_317_LCM,Safety,Up,27,475732,0,0
2127,PSR_317_LCM_2_FU,TR_S_317_LCM,Functional,Up,70,481127,0,0
2128,PSR_317_LCM_2_SU,TR_S_317_LCM,Safety,Up,77,481127,0,0
2129,PSR_317_LCM_3_FU,TR_S_317_LCM,Functional,Up,25,559889,0,0
2130,PSR_317_LCM_3_SU,TR_S_317_LCM,Safety,Up,27,559889,0,0
2131,PSR_317_LCM_1_FD,TR_S_317_LCM,Functional,Down,25,569839,0,0
2132,PSR_317_LCM_1_SD,TR_S_317_LCM,Safety,Down,27,569839,0,0
2133,PSR_317_LCM_2_FD,TR_S_317_LCM,Functional,Down,70,559889,0,0
2134,PSR_317_LCM_2_SD,TR_S_317_LCM,Safety,Down,77,559889,0,0
2135,PSR_317_LCM_3_FD,TR_S_317_LCM,Functional,Down,25,481127,0,0
2136,PSR_317_LCM_3_SD,TR_S_317_LCM,Safety,Down,27,481127,0,0
2137,PSR_343_LCM_1_FU,TR_S_343_LCM,Functional,Up,25,498115,0,0
2138,PSR_343_LCM_1_SU,TR_S_343_LCM,Safety,Up,27,498115,0,0
2139,PSR_343_LCM_2_FU,TR_S_343_LCM,Functional,Up,70,503932,0,0
2140,PSR_343_LCM_2_SU,TR_S_343_LCM,Safety,Up,77,503932,0,0
2141,PSR_343_LCM_3_FU,TR_S_343_LCM,Functional,Up,25,559041,0,0
2142,PSR_343_LCM_3_SU,TR_S_343_LCM,Safety,Up,27,559041,0,0
2143,PSR_343_LCM_1_FD,TR_S_343_LCM,Functional,Down,25,563932,0,0
2144,PSR_343_LCM_1_SD,TR_S_343_LCM,Safety,Down,27,563932,0,0
2145,PSR_343_LCM_2_FD,TR_S_343_LCM,Functional,Down,70,559041,0,0
2146,PSR_343_LCM_2_SD,TR_S_343_LCM,Safety,Down,77,559041,0,0
2147,PSR_343_LCM_3_FD,TR_S_343_LCM,Functional,Down,25,503932,0,0
2148,PSR_343_LCM_3_SD,TR_S_343_LCM,Safety,Down,27,503932,0,0
2149,PSR_373_LCM_1_FU,TR_S_373_LCM,Functional,Up,25,520321,0,0
2150,PSR_373_LCM_1_SU,TR_S_373_LCM,Safety,Up,27,520321,0,0
2151,PSR_373_LCM_2_FU,TR_S_373_LCM,Functional,Up,70,523875,0,0
2152,PSR_373_LCM_2_SU,TR_S_373_LCM,Safety,Up,77,523875,0,0
2153,PSR_373_LCM_3_FU,TR_S_373_LCM,Functional,Up,25,559071,0,0
2154,PSR_373_LCM_3_SU,TR_S_373_LCM,Safety,Up,27,559071,0,0
2155,PSR_373_LCM_1_FD,TR_S_373_LCM,Functional,Down,25,569865,0,0
2156,PSR_373_LCM_1_SD,TR_S_373_LCM,Safety,Down,27,569865,0,0
2157,PSR_373_LCM_2_FD,TR_S_373_LCM,Functional,Down,70,559071,0,0
2158,PSR_373_LCM_2_SD,TR_S_373_LCM,Safety,Down,77,559071,0,0
2159,PSR_373_LCM_3_FD,TR_S_373_LCM,Functional,Down,25,523875,0,0
2160,PSR_373_LCM_3_SD,TR_S_373_LCM,Safety,Down,27,523875,0,0
2161,PSR_375_LCM_1_FU,TR_S_375_LCM,Functional,Up,25,521394,0,0
2162,PSR_375_LCM_1_SU,TR_S_375_LCM,Safety,Up,27,521394,0,0
2163,PSR_375_LCM_2_FU,TR_S_375_LCM,Functional,Up,70,526147,0,0
2164,PSR_375_LCM_2_SU,TR_S_375_LCM,Safety,Up,77,526147,0,0
2165,PSR_375_LCM_1_FD,TR_S_375_LCM,Functional,Down,70,573822,0,0
2166,PSR_375_LCM_1_SD,TR_S_375_LCM,Safety,Down,77,573822,0,0
2167,PSR_375_LCM_2_FD,TR_S_375_LCM,Functional,Down,25,526147,0,0
2168,PSR_375_LCM_2_SD,TR_S_375_LCM,Safety,Down,27,526147,0,0
2169,PSR_347_LCM_1_FU,TR_S_347_LCM,Functional,Up,25,508880,0,0
2170,PSR_347_LCM_1_SU,TR_S_347_LCM,Safety,Up,27,508880,0,0
2171,PSR_347_LCM_2_FU,TR_S_347_LCM,Functional,Up,70,526147,0,0
2172,PSR_347_LCM_2_SU,TR_S_347_LCM,Safety,Up,77,526147,0,0
2173,PSR_347_LCM_1_FD,TR_S_347_LCM,Functional,Down,70,573907,0,0
2174,PSR_347_LCM_1_SD,TR_S_347_LCM,Safety,Down,77,573907,0,0
2175,PSR_347_LCM_2_FD,TR_S_347_LCM,Functional,Down,25,526147,0,0
2176,PSR_347_LCM_2_SD,TR_S_347_LCM,Safety,Down,27,526147,0,0
2177,PSR_367_LCM_1_FU,TR_S_367_EOT_LCM,Functional,Up,25,520609,0,0
2178,PSR_367_LCM_1_SU,TR_S_367_EOT_LCM,Safety,Up,27,520609,0,0
2183,PSR_367_LCM_2_FD,TR_S_367_EOT_LCM,Functional,Down,25,540516,0,0
2184,PSR_367_LCM_2_SD,TR_S_367_EOT_LCM,Safety,Down,27,540516,0,0
2185,PSR_5B_MDW_MDW_FU,TR_5B_MDW_MDW,Functional,Up,70,573202,177,0
2186,PSR_5B_MDW_MDW_SU,TR_5B_MDW_MDW,Safety,Up,77,573202,177,0
2187,PSR_5B_MDW_MDW_FD,TR_5B_MDW_MDW,Functional,Down,70,592235,0,0
2188,PSR_5B_MDW_MDW_SD,TR_5B_MDW_MDW,Safety,Down,77,592235,0,0
2189,PSR_6B_MDW_MDW_FU,TR_6B_MDW_MDW,Functional,Up,70,573688,189,0
2190,PSR_6B_MDW_MDW_SU,TR_6B_MDW_MDW,Safety,Up,77,573688,189,0
2191,PSR_6B_MDW_MDW_FD,TR_6B_MDW_MDW,Functional,Down,70,591309,0,0
2192,PSR_6B_MDW_MDW_SD,TR_6B_MDW_MDW,Safety,Down,77,591309,0,0
2193,PSR_5C_MDW_MDW_FU,TR_5C_MDW_MDW,Functional,Up,70,574124,0,0
2194,PSR_5C_MDW_MDW_SU,TR_5C_MDW_MDW,Safety,Up,77,574124,0,0
2195,PSR_5C_MDW_MDW_FD,TR_5C_MDW_MDW,Functional,Down,70,609222,4,0
2196,PSR_5C_MDW_MDW_SD,TR_5C_MDW_MDW,Safety,Down,77,609222,4,0
2197,PSR_6C_MDW_MDW_FU,TR_6C_MDW_MDW,Functional,Up,70,573422,88,0
2198,PSR_6C_MDW_MDW_SU,TR_6C_MDW_MDW,Safety,Up,77,573422,88,0
2199,PSR_6C_MDW_MDW_FD,TR_6C_MDW_MDW,Functional,Down,70,608312,0,0
2200,PSR_6C_MDW_MDW_SD,TR_6C_MDW_MDW,Safety,Down,77,608312,0,0
2201,PSR_421_LCM_1_FU,TR_S_421_LCM,Functional,Up,25,541201,0,0
2202,PSR_421_LCM_1_SU,TR_S_421_LCM,Safety,Up,27,541201,0,0
2203,PSR_421_LCM_2_FU,TR_S_421_LCM,Functional,Up,70,545114,0,0
2204,PSR_421_LCM_2_SU,TR_S_421_LCM,Safety,Up,77,545114,0,0
2205,PSR_421_LCM_3_FU,TR_S_421_LCM,Functional,Up,25,559914,0,0
2206,PSR_421_LCM_3_SU,TR_S_421_LCM,Safety,Up,27,559914,0,0
2207,PSR_421_LCM_1_FD,TR_S_421_LCM,Functional,Down,25,564158,0,0
2208,PSR_421_LCM_1_SD,TR_S_421_LCM,Safety,Down,27,564158,0,0
2209,PSR_421_LCM_2_FD,TR_S_421_LCM,Functional,Down,70,545114,0,0
2210,PSR_421_LCM_2_SD,TR_S_421_LCM,Safety,Down,77,545114,0,0
2211,PSR_421_LCM_3_FD,TR_S_421_LCM,Functional,Down,25,559914,0,0
2212,PSR_421_LCM_3_SD,TR_S_421_LCM,Safety,Down,27,559914,0,0
2213,PSR_409_LCM_1_FU,TR_I_409_LCM,Functional,Up,25,0,0,0
2214,PSR_409_LCM_1_SU,TR_I_409_LCM,Safety,Up,27,0,0,0
2215,PSR_409_LCM_1_FD,TR_I_409_LCM,Functional,Down,25,3480,0,0
2216,PSR_409_LCM_1_SD,TR_I_409_LCM,Safety,Down,27,3480,0,0
2217,PSR_411_LCM_1_FU,TR_I_411_LCM,Functional,Up,25,0,0,0
2218,PSR_411_LCM_1_SU,TR_I_411_LCM,Safety,Up,27,0,0,0
2219,PSR_411_LCM_1_FD,TR_I_411_LCM,Functional,Down,25,3490,0,0
2220,PSR_411_LCM_1_SD,TR_I_411_LCM,Safety,Down,27,3490,0,0
2221,PSR_403_MDW_1_FU,TR_I_403_MDW,Functional,Up,70,0,0,0
2222,PSR_403_MDW_1_SU,TR_I_403_MDW,Safety,Up,77,0,0,0
2223,PSR_403_MDW_1_FD,TR_I_403_MDW,Functional,Down,70,31875,0,0
2224,PSR_403_MDW_1_SD,TR_I_403_MDW,Safety,Down,77,31875,0,0
2225,PSR_425_MDW_1_FU,TR_I_425_MDW,Functional,Up,70,0,0,0
2226,PSR_425_MDW_1_SU,TR_I_425_MDW,Safety,Up,77,0,0,0
2227,PSR_425_MDW_1_FD,TR_I_425_MDW,Functional,Down,70,26127,0,0
2228,PSR_425_MDW_1_SD,TR_I_425_MDW,Safety,Down,77,26127,0,0
2229,PSR_429_MDW_1_FU,TR_I_429_MDW,Functional,Up,70,0,0,0
2230,PSR_429_MDW_1_SU,TR_I_429_MDW,Safety,Up,77,0,0,0
2231,PSR_429_MDW_1_FD,TR_I_429_MDW,Functional,Down,70,15878,0,0
2232,PSR_429_MDW_1_SD,TR_I_429_MDW,Safety,Down,77,15878,0,0
2233,PSR_431_MDW_1_FU,TR_I_431_MDW,Functional,Up,70,0,0,0
2234,PSR_431_MDW_1_SU,TR_I_431_MDW,Safety,Up,77,0,0,0
2235,PSR_431_MDW_1_FD,TR_I_431_MDW,Functional,Down,70,16603,0,0
2236,PSR_431_MDW_1_SD,TR_I_431_MDW,Safety,Down,77,16603,0,0
2237,PSR_5A_MDW_OAS_FU,TR_5A_MDW_OAS,Functional,Up,70,573602,1491,0
2238,PSR_5A_MDW_OAS_SU,TR_5A_MDW_OAS,Safety,Up,77,573602,1491,0
2239,PSR_5A_MDW_OAS_FD,TR_5A_MDW_OAS,Functional,Down,70,642613,0,0
2240,PSR_5A_MDW_OAS_SD,TR_5A_MDW_OAS,Safety,Down,77,642613,0,0
2241,PSR_6A_MDW_OAS_FU,TR_6A_MDW_OAS,Functional,Up,70,574088,1761,0
2242,PSR_6A_MDW_OAS_SU,TR_6A_MDW_OAS,Safety,Up,77,574088,1761,0
2243,PSR_6A_MDW_OAS_FD,TR_6A_MDW_OAS,Functional,Down,70,679326,0,0
2244,PSR_6A_MDW_OAS_SD,TR_6A_MDW_OAS,Safety,Down,77,679326,0,0
2245,PSR_441_MDW_1_FU,TR_I_441_MDW,Functional,Up,40,0,0,0
2246,PSR_441_MDW_1_SU,TR_I_441_MDW,Safety,Up,44,0,0,0
2247,PSR_441_MDW_1_FD,TR_I_441_MDW,Functional,Down,40,5398,0,0
2248,PSR_441_MDW_1_SD,TR_I_441_MDW,Safety,Down,44,5398,0,0
2249,PSR_443_MDW_1_FU,TR_I_443_MDW,Functional,Up,40,0,0,0
2250,PSR_443_MDW_1_SU,TR_I_443_MDW,Safety,Up,44,0,0,0
2251,PSR_443_MDW_1_FD,TR_I_443_MDW,Functional,Down,40,5403,0,0
2252,PSR_443_MDW_1_SD,TR_I_443_MDW,Safety,Down,44,5403,0,0
2253,PSR_447_MDW_1_FU,TR_I_447_MDW,Functional,Up,70,0,0,0
2254,PSR_447_MDW_1_SU,TR_I_447_MDW,Safety,Up,77,0,0,0
2255,PSR_447_MDW_1_FD,TR_I_447_MDW,Functional,Down,70,22071,0,0
2256,PSR_447_MDW_1_SD,TR_I_447_MDW,Safety,Down,77,22071,0,0
2257,PSR_449_MDW_1_FU,TR_I_449_MDW,Functional,Up,40,0,0,0
2258,PSR_449_MDW_1_SU,TR_I_449_MDW,Safety,Up,44,0,0,0
2259,PSR_449_MDW_1_FD,TR_I_449_MDW,Functional,Down,40,13219,0,0
2260,PSR_449_MDW_1_SD,TR_I_449_MDW,Safety,Down,44,13219,0,0
2261,PSR_451_MDW_1_FU,TR_I_451_MDW,Functional,Up,40,0,0,0
2262,PSR_451_MDW_1_SU,TR_I_451_MDW,Safety,Up,44,0,0,0
2263,PSR_451_MDW_1_FD,TR_I_451_MDW,Functional,Down,40,13969,0,0
2264,PSR_451_MDW_1_SD,TR_I_451_MDW,Safety,Down,44,13969,0,0
2265,PSR_453_MDW_1_FU,TR_I_453_MDW,Functional,Up,40,0,0,0
2266,PSR_453_MDW_1_SU,TR_I_453_MDW,Safety,Up,44,0,0,0
2267,PSR_453_MDW_1_FD,TR_I_453_MDW,Functional,Down,40,13664,0,0
2268,PSR_453_MDW_1_SD,TR_I_453_MDW,Safety,Down,44,13664,0,0
2269,PSR_5D_MDW_DMZ_FU,TR_5D_MDW_DMZ,Functional,Up,70,27523,5,0
2270,PSR_5D_MDW_DMZ_SU,TR_5D_MDW_DMZ,Safety,Up,77,27523,5,0
2271,PSR_5D_MDW_DMZ_FD,TR_5D_MDW_DMZ,Functional,Down,70,274118,-5,0
2272,PSR_5D_MDW_DMZ_SD,TR_5D_MDW_DMZ,Safety,Down,77,274118,-5,0
2273,PSR_6D_MDW_DMZ_FU,TR_6D_MDW_DMZ,Functional,Up,70,26613,38,0
2274,PSR_6D_MDW_DMZ_SU,TR_6D_MDW_DMZ,Safety,Up,77,26613,38,0
2275,PSR_6D_MDW_DMZ_FD,TR_6D_MDW_DMZ,Functional,Down,70,273031,-5,0
2276,PSR_6D_MDW_DMZ_SD,TR_6D_MDW_DMZ,Safety,Down,77,273031,-5,0
2277,PSR_5E_MDW_DMZ_FU,TR_5E_DMZ_GPP,Functional,Up,25,723118,-5,0
2278,PSR_5E_MDW_DMZ_SU,TR_5E_DMZ_GPP,Safety,Up,27,723118,-5,0
2279,PSR_5E_MDW_DMZ_FD,TR_5E_DMZ_GPP,Functional,Down,25,1048335,1,0
2280,PSR_5E_MDW_DMZ_SD,TR_5E_DMZ_GPP,Safety,Down,27,1048335,1,0
2281,PSR_6E_MDW_DMZ_FU,TR_6E_DMZ_GPP,Functional,Up,25,722031,-6,0
2282,PSR_6E_MDW_DMZ_SU,TR_6E_DMZ_GPP,Safety,Up,27,722031,-6,0
2283,PSR_6E_MDW_DMZ_FD,TR_6E_DMZ_GPP,Functional,Down,25,1049495,-39,0
2284,PSR_6E_MDW_DMZ_SD,TR_6E_DMZ_GPP,Safety,Down,27,1049495,-39,0
2285,PSR_611_SVT_1_FU,TR_I_611_SVT,Functional,Up,40,0,0,0
2286,PSR_611_SVT_1_SU,TR_I_611_SVT,Safety,Up,44,0,0,0
2287,PSR_611_SVT_1_FD,TR_I_611_SVT,Functional,Down,40,16537,0,0
2288,PSR_611_SVT_1_SD,TR_I_611_SVT,Safety,Down,44,16537,0,0
2289,PSR_613_SVT_1_FU,TR_I_613_SVT,Functional,Up,40,0,0,0
2290,PSR_613_SVT_1_SU,TR_I_613_SVT,Safety,Up,44,0,0,0
2291,PSR_613_SVT_1_FD,TR_I_613_SVT,Functional,Down,40,17484,0,0
2292,PSR_613_SVT_1_SD,TR_I_613_SVT,Safety,Down,44,17484,0,0
2293,PSR_633_BLW_1_FU,TR_I_633_BLW,Functional,Up,70,0,0,0
2294,PSR_633_BLW_1_SU,TR_I_633_BLW,Safety,Up,77,0,0,0
2295,PSR_633_BLW_1_FD,TR_I_633_BLW,Functional,Down,70,9915,0,0
2296,PSR_633_BLW_1_SD,TR_I_633_BLW,Safety,Down,77,9915,0,0
2297,PSR_627_BLW_FU,TR_S_627_EOT_BLW,Functional,Up,25,913871,0,0
2298,PSR_627_BLW_SU,TR_S_627_EOT_BLW,Safety,Up,27,913871,0,0
2299,PSR_627_BLW_FD,TR_S_627_EOT_BLW,Functional,Down,25,941681,0,0
2300,PSR_627_BLW_SD,TR_S_627_EOT_BLW,Safety,Down,27,941681,0,0
2301,PSR_639_BLW_1_FU,TR_I_639_BLW,Functional,Up,40,0,0,0
2302,PSR_639_BLW_1_SU,TR_I_639_BLW,Safety,Up,44,0,0,0
2303,PSR_639_BLW_1_FD,TR_I_639_BLW,Functional,Down,40,12519,0,0
