ID,Name,Track_ID,PSR_Type,Direction,PSR_Speed,KpValue,KpCorrected_Trolley_Value,Train_Formation_Characteristics_ID_List
2304,PSR_639_BLW_1_SD,TR_I_639_BLW,Safety,Down,44,12519,0,0
2305,PSR_641_BLW_1_FU,TR_I_641_BLW,Functional,Up,40,0,0,0
2306,PSR_641_BLW_1_SU,TR_I_641_BLW,Safety,Up,44,0,0,0
2307,PSR_641_BLW_1_FD,TR_I_641_BLW,Functional,Down,40,12691,0,0
2308,PSR_641_BLW_1_SD,TR_I_641_BLW,Safety,Down,44,12691,0,0
2309,PSR_659_GN_1_FU,TR_I_659_GN,Functional,Up,40,0,0,0
2310,PSR_659_GN_1_SU,TR_I_659_GN,Safety,Up,44,0,0,0
2311,PSR_659_GN_1_FD,TR_I_659_GN,Functional,Down,40,5581,0,0
2312,PSR_659_GN_1_SD,TR_I_659_GN,Safety,Down,44,5581,0,0
2313,PSR_661_GN_1_FU,TR_I_661_GN,Functional,Up,40,0,0,0
2314,PSR_661_GN_1_SU,TR_I_661_GN,Safety,Up,44,0,0,0
2315,PSR_661_GN_1_FD,TR_I_661_GN,Functional,Down,40,15727,0,0
2316,PSR_661_GN_1_SD,TR_I_661_GN,Safety,Down,44,15727,0,0
2317,PSR_665_GN_1_FU,TR_I_665_GN,Functional,Up,25,0,0,0
2318,PSR_665_GN_1_SU,TR_I_665_GN,Safety,Up,27,0,0,0
2319,PSR_665_GN_1_FD,TR_I_665_GN,Functional,Down,25,5037,0,0
2320,PSR_665_GN_1_SD,TR_I_665_GN,Safety,Down,27,5037,0,0
2321,PSR_667_GN_1_FU,TR_I_667_GN,Functional,Up,25,0,0,0
2322,PSR_667_GN_1_SU,TR_I_667_GN,Safety,Up,27,0,0,0
2323,PSR_667_GN_1_FD,TR_I_667_GN,Functional,Down,25,5044,0,0
2324,PSR_667_GN_1_SD,TR_I_667_GN,Safety,Down,27,5044,0,0
2325,PSR_673_GN_1_FU,TR_S_673_EOT_GN,Functional,Up,25,1252432,0,0
2326,PSR_673_GN_1_SU,TR_S_673_EOT_GN,Safety,Up,27,1252432,0,0
2331,PSR_673_GN_2_FD,TR_S_673_EOT_GN,Functional,Down,25,1275502,0,0
2332,PSR_673_GN_2_SD,TR_S_673_EOT_GN,Safety,Down,27,1275502,0,0
2333,PSR_671_GN_1_FU,TR_S_671_EOT_GN,Functional,Up,25,1253849,0,0
2334,PSR_671_GN_1_SU,TR_S_671_EOT_GN,Safety,Up,27,1253849,0,0
2339,PSR_671_GN_2_FD,TR_S_671_EOT_GN,Functional,Down,25,1276913,0,0
2340,PSR_671_GN_2_SD,TR_S_671_EOT_GN,Safety,Down,27,1276913,0,0
2341,PSR_511_DMZ_1_FU,TR_I_511_DMZ,Functional,Up,25,0,0,0
2342,PSR_511_DMZ_1_SU,TR_I_511_DMZ,Safety,Up,27,0,0,0
2343,PSR_511_DMZ_1_FD,TR_I_511_DMZ,Functional,Down,25,5400,0,0
2344,PSR_511_DMZ_1_SD,TR_I_511_DMZ,Safety,Down,27,5400,0,0
2345,PSR_513_DMZ_1_FU,TR_I_513_DMZ,Functional,Up,25,0,0,0
2346,PSR_513_DMZ_1_SU,TR_I_513_DMZ,Safety,Up,27,0,0,0
2347,PSR_513_DMZ_1_FD,TR_I_513_DMZ,Functional,Down,25,5396,0,0
2348,PSR_513_DMZ_1_SD,TR_I_513_DMZ,Safety,Down,27,5396,0,0
2349,PSR_517_DMZ_1_FU,TR_S_517_EOS_DMZ,Functional,Up,25,265031,0,0
2350,PSR_517_DMZ_1_SU,TR_S_517_EOS_DMZ,Safety,Up,27,265031,0,0
2351,PSR_517_DMZ_2_FU,TR_S_517_EOS_DMZ,Functional,Up,70,293212,0,0
2352,PSR_517_DMZ_2_SU,TR_S_517_EOS_DMZ,Safety,Up,77,293212,0,0
2353,PSR_517_DMZ_1_FD,TR_S_517_EOS_DMZ,Functional,Down,70,310511,2171,0
2354,PSR_517_DMZ_1_SD,TR_S_517_EOS_DMZ,Safety,Down,77,310511,2171,0
2355,PSR_517_DMZ_2_FD,TR_S_517_EOS_DMZ,Functional,Down,25,293212,0,0
2356,PSR_517_DMZ_2_SD,TR_S_517_EOS_DMZ,Safety,Down,27,293212,0,0
2357,PSR_531_DMZ_1_FU,TR_S_531_EOT_DMZ,Functional,Up,25,287515,0,0
2358,PSR_531_DMZ_1_SU,TR_S_531_EOT_DMZ,Safety,Up,27,287515,0,0
2363,PSR_531_DMZ_2_FD,TR_S_531_EOT_DMZ,Functional,Down,25,328864,247,0
2364,PSR_531_DMZ_2_SD,TR_S_531_EOT_DMZ,Safety,Down,27,328864,247,0
2365,PSR_519_DMZ_FU,TR_S_519_EOS_DMZ,Functional,Up,70,265188,0,0
2366,PSR_519_DMZ_SU,TR_S_519_EOS_DMZ,Safety,Up,77,265188,0,0
2367,PSR_519_DMZ_FD,TR_S_519_EOS_DMZ,Functional,Down,70,316008,-126,0
2368,PSR_519_DMZ_SD,TR_S_519_EOS_DMZ,Safety,Down,77,316008,-126,0
2369,PSR_547_DMZ_1_FU,TR_I_547_DMZ,Functional,Up,40,0,0,0
2370,PSR_547_DMZ_1_SU,TR_I_547_DMZ,Safety,Up,44,0,0,0
2371,PSR_547_DMZ_1_FD,TR_I_547_DMZ,Functional,Down,40,5582,0,0
2372,PSR_547_DMZ_1_SD,TR_I_547_DMZ,Safety,Down,44,5582,0,0
2373,PSR_549_DMZ_1_FU,TR_I_549_DMZ,Functional,Up,40,0,0,0
2374,PSR_549_DMZ_1_SU,TR_I_549_DMZ,Safety,Up,44,0,0,0
2375,PSR_549_DMZ_1_FD,TR_I_549_DMZ,Functional,Down,40,5579,0,0
2376,PSR_549_DMZ_1_SD,TR_I_549_DMZ,Safety,Down,44,5579,0,0
2377,PSR_567_GPP_1_FU,TR_I_567_GPP,Functional,Up,40,0,0,0
2378,PSR_567_GPP_1_SU,TR_I_567_GPP,Safety,Up,44,0,0,0
2379,PSR_567_GPP_1_FD,TR_I_567_GPP,Functional,Down,40,5392,0,0
2380,PSR_567_GPP_1_SD,TR_I_567_GPP,Safety,Down,44,5392,0,0
2381,PSR_569_GPP_1_FU,TR_I_569_GPP,Functional,Up,70,0,0,0
2382,PSR_569_GPP_1_SU,TR_I_569_GPP,Safety,Up,77,0,0,0
2383,PSR_569_GPP_1_FD,TR_I_569_GPP,Functional,Down,70,13122,0,0
2384,PSR_569_GPP_1_SD,TR_I_569_GPP,Safety,Down,77,13122,0,0
2385,PSR_573_GPP_1_FU,TR_I_573_GPP,Functional,Up,25,0,0,0
2386,PSR_573_GPP_1_SU,TR_I_573_GPP,Safety,Up,27,0,0,0
2387,PSR_573_GPP_1_FD,TR_I_573_GPP,Functional,Down,25,3495,0,0
2388,PSR_573_GPP_1_SD,TR_I_573_GPP,Safety,Down,27,3495,0,0
2389,PSR_575_GPP_1_FU,TR_I_575_GPP,Functional,Up,25,0,0,0
2390,PSR_575_GPP_1_SU,TR_I_575_GPP,Safety,Up,27,0,0,0
2391,PSR_575_GPP_1_FD,TR_I_575_GPP,Functional,Down,25,3498,0,0
2392,PSR_575_GPP_1_SD,TR_I_575_GPP,Safety,Down,27,3498,0,0
2393,PSR_585_GPP_1_FU,TR_S_585_EOT_GPP,Functional,Up,25,1030680,0,0
2394,PSR_585_GPP_1_SU,TR_S_585_EOT_GPP,Safety,Up,27,1030680,0,0
2399,PSR_585_GPP_2_FD,TR_S_585_EOT_GPP,Functional,Down,25,1049289,-154,0
2400,PSR_585_GPP_2_SD,TR_S_585_EOT_GPP,Safety,Down,27,1049289,-154,0
2401,PSR_581_GPP_1_FU,TR_S_581_EOT_GPP,Functional,Up,25,1029441,0,0
2402,PSR_581_GPP_1_SU,TR_S_581_EOT_GPP,Safety,Up,27,1029441,0,0
2407,PSR_581_GPP_2_FD,TR_S_581_EOT_GPP,Functional,Down,25,1049251,-110,0
2408,PSR_581_GPP_2_SD,TR_S_581_EOT_GPP,Safety,Down,27,1049251,-110,0
2409,PSR_583_GPP_1_FU,TR_S_583_EOT_GPP,Functional,Up,25,1030046,0,0
2410,PSR_583_GPP_1_SU,TR_S_583_EOT_GPP,Safety,Up,27,1030046,0,0
2415,PSR_583_GPP_2_FD,TR_S_583_EOT_GPP,Functional,Down,25,1048363,-42,0
2416,PSR_583_GPP_2_SD,TR_S_583_EOT_GPP,Safety,Down,27,1048363,-42,0
2417,PSR_579_GPP_1_FU,TR_S_579_EOT_GPP,Functional,Up,25,1028304,0,0
2418,PSR_579_GPP_1_SU,TR_S_579_EOT_GPP,Safety,Up,27,1028304,0,0
2423,PSR_579_GPP_2_FD,TR_S_579_EOT_GPP,Functional,Down,25,1048414,0,0
2424,PSR_579_GPP_2_SD,TR_S_579_EOT_GPP,Safety,Down,27,1048414,0,0
2425,PSR_7B_ZD_ZD_1_FU,TR_7B_ZD_ZD,Functional,Up,25,967812,0,0
2426,PSR_7B_ZD_ZD_1_SU,TR_7B_ZD_ZD,Safety,Up,27,967812,0,0
2431,PSR_7B_ZD_ZD_2_FD,TR_7B_ZD_ZD,Functional,Down,25,1017056,0,0
2432,PSR_7B_ZD_ZD_2_SD,TR_7B_ZD_ZD,Safety,Down,27,1017056,0,0
2433,PSR_11_ZD_ZD_1_FU,TR_11_ZD_ZD,Functional,Up,25,930364,0,0
2434,PSR_11_ZD_ZD_1_SU,TR_11_ZD_ZD,Safety,Up,27,930364,0,0
2435,PSR_11_ZD_ZD_2_FU,TR_11_ZD_ZD,Functional,Up,70,960648,-65,0
2436,PSR_11_ZD_ZD_2_SU,TR_11_ZD_ZD,Safety,Up,77,960648,-65,0
2437,PSR_11_ZD_ZD_1_FD,TR_11_ZD_ZD,Functional,Down,70,969380,120,0
2438,PSR_11_ZD_ZD_1_SD,TR_11_ZD_ZD,Safety,Down,77,969380,120,0
2439,PSR_11_ZD_ZD_2_FD,TR_11_ZD_ZD,Functional,Down,25,960648,-65,0
2440,PSR_11_ZD_ZD_2_SD,TR_11_ZD_ZD,Safety,Down,27,960648,-65,0
2441,PSR_12_ZD_ZD_1_FU,TR_12_ZD_ZD,Functional,Up,40,876604,0,0
2442,PSR_12_ZD_ZD_1_SU,TR_12_ZD_ZD,Safety,Up,44,876604,0,0
2443,PSR_12_ZD_ZD_2_FU,TR_12_ZD_ZD,Functional,Up,70,959406,-328,0
2444,PSR_12_ZD_ZD_2_SU,TR_12_ZD_ZD,Safety,Up,77,959406,-328,0
2445,PSR_12_ZD_ZD_1_FD,TR_12_ZD_ZD,Functional,Down,70,969000,-247,0
2446,PSR_12_ZD_ZD_1_SD,TR_12_ZD_ZD,Safety,Down,77,969000,-247,0
2447,PSR_12_ZD_ZD_2_FD,TR_12_ZD_ZD,Functional,Down,40,959406,-328,0
2448,PSR_12_ZD_ZD_2_SD,TR_12_ZD_ZD,Safety,Down,44,959406,-328,0
2449,PSR_1799_ZD_1_FU,TR_S_1799_EOT_ZD,Functional,Up,25,916216,0,0
2450,PSR_1799_ZD_1_SU,TR_S_1799_EOT_ZD,Safety,Up,27,916216,0,0
2455,PSR_1799_ZD_2_FD,TR_S_1799_EOT_ZD,Functional,Down,25,977242,0,0
2456,PSR_1799_ZD_2_SD,TR_S_1799_EOT_ZD,Safety,Down,27,977242,0,0
2457,PSR_1831A_ZD_1_FU,TR_S_1831A_ZD,Functional,Up,25,854727,0,0
2458,PSR_1831A_ZD_1_SU,TR_S_1831A_ZD,Safety,Up,27,854727,0,0
2459,PSR_1831A_ZD_2_FU,TR_S_1831A_ZD,Functional,Up,70,861309,10,0
2460,PSR_1831A_ZD_2_SU,TR_S_1831A_ZD,Safety,Up,77,861309,10,0
2461,PSR_1831A_ZD_3_FU,TR_S_1831A_ZD,Functional,Up,40,897060,-3,0
2462,PSR_1831A_ZD_3_SU,TR_S_1831A_ZD,Safety,Up,44,897060,-3,0
2463,PSR_1831A_ZD_1_FD,TR_S_1831A_ZD,Functional,Down,40,903200,501,0
2464,PSR_1831A_ZD_1_SD,TR_S_1831A_ZD,Safety,Down,44,903200,501,0
2465,PSR_1831A_ZD_2_FD,TR_S_1831A_ZD,Functional,Down,70,897060,-3,0
2466,PSR_1831A_ZD_2_SD,TR_S_1831A_ZD,Safety,Down,77,897060,-3,0
2467,PSR_1831A_ZD_3_FD,TR_S_1831A_ZD,Functional,Down,25,861309,10,0
2468,PSR_1831A_ZD_3_SD,TR_S_1831A_ZD,Safety,Down,27,861309,10,0
2469,PSR_1901_ZD_1_FU,TR_I_1901_ZD,Functional,Up,25,0,0,0
2470,PSR_1901_ZD_1_SU,TR_I_1901_ZD,Safety,Up,27,0,0,0
2471,PSR_1901_ZD_1_FD,TR_I_1901_ZD,Functional,Down,25,3307,0,0
2472,PSR_1901_ZD_1_SD,TR_I_1901_ZD,Safety,Down,27,3307,0,0
2473,PSR_1907_ZD_1_FU,TR_I_1907_ZD,Functional,Up,25,0,0,0
2474,PSR_1907_ZD_1_SU,TR_I_1907_ZD,Safety,Up,27,0,0,0
2475,PSR_1907_ZD_1_FD,TR_I_1907_ZD,Functional,Down,25,3312,0,0
2476,PSR_1907_ZD_1_SD,TR_I_1907_ZD,Safety,Down,27,3312,0,0
2477,PSR_1903_ZD_1_FU,TR_I_1903_ZD,Functional,Up,25,0,0,0
2478,PSR_1903_ZD_1_SU,TR_I_1903_ZD,Safety,Up,27,0,0,0
2479,PSR_1903_ZD_1_FD,TR_I_1903_ZD,Functional,Down,25,2439,0,0
2480,PSR_1903_ZD_1_SD,TR_I_1903_ZD,Safety,Down,27,2439,0,0
2481,PSR_1905_ZD_1_FU,TR_I_1905_ZD,Functional,Up,25,0,0,0
2482,PSR_1905_ZD_1_SU,TR_I_1905_ZD,Safety,Up,27,0,0,0
2483,PSR_1905_ZD_1_FD,TR_I_1905_ZD,Functional,Down,25,3850,0,0
2484,PSR_1905_ZD_1_SD,TR_I_1905_ZD,Safety,Down,27,3850,0,0
2485,PSR_1913_ZD_1_FU,TR_I_1913_ZD,Functional,Up,25,0,0,0
2486,PSR_1913_ZD_1_SU,TR_I_1913_ZD,Safety,Up,27,0,0,0
2487,PSR_1913_ZD_1_FD,TR_I_1913_ZD,Functional,Down,25,3312,0,0
2488,PSR_1913_ZD_1_SD,TR_I_1913_ZD,Safety,Down,27,3312,0,0
2489,PSR_1917_ZD_1_FU,TR_I_1917_ZD,Functional,Up,25,0,0,0
2490,PSR_1917_ZD_1_SU,TR_I_1917_ZD,Safety,Up,27,0,0,0
2491,PSR_1917_ZD_1_FD,TR_I_1917_ZD,Functional,Down,25,3859,0,0
2492,PSR_1917_ZD_1_SD,TR_I_1917_ZD,Safety,Down,27,3859,0,0
2493,PSR_1919_ZD_1_FU,TR_I_1919_ZD,Functional,Up,25,0,0,0
2494,PSR_1919_ZD_1_SU,TR_I_1919_ZD,Safety,Up,27,0,0,0
2495,PSR_1919_ZD_1_FD,TR_I_1919_ZD,Functional,Down,25,3863,0,0
2496,PSR_1919_ZD_1_SD,TR_I_1919_ZD,Safety,Down,27,3863,0,0
2497,PSR_1797_ZD_1_FU,TR_I_1797_ZD,Functional,Up,25,0,0,0
2498,PSR_1797_ZD_1_SU,TR_I_1797_ZD,Safety,Up,27,0,0,0
2499,PSR_1797_ZD_1_FD,TR_I_1797_ZD,Functional,Down,25,5451,0,0
2500,PSR_1797_ZD_1_SD,TR_I_1797_ZD,Safety,Down,27,5451,0,0
2501,PSR_1803_ZD_1_FU,TR_I_1803_ZD,Functional,Up,40,0,0,0
2502,PSR_1803_ZD_1_SU,TR_I_1803_ZD,Safety,Up,44,0,0,0
2503,PSR_1803_ZD_1_FD,TR_I_1803_ZD,Functional,Down,40,9331,0,0
2504,PSR_1803_ZD_1_SD,TR_I_1803_ZD,Safety,Down,44,9331,0,0
2505,PSR_1807_ZD_1_FU,TR_I_1807_ZD,Functional,Up,25,0,0,0
2506,PSR_1807_ZD_1_SU,TR_I_1807_ZD,Safety,Up,27,0,0,0
2507,PSR_1807_ZD_1_FD,TR_I_1807_ZD,Functional,Down,25,5406,0,0
2508,PSR_1807_ZD_1_SD,TR_I_1807_ZD,Safety,Down,27,5406,0,0
2509,PSR_1833_ZD_1_FU,TR_I_1833_ZD,Functional,Up,40,0,0,0
2510,PSR_1833_ZD_1_SU,TR_I_1833_ZD,Safety,Up,44,0,0,0
2511,PSR_1833_ZD_1_FD,TR_I_1833_ZD,Functional,Down,40,12897,0,0
2512,PSR_1833_ZD_1_SD,TR_I_1833_ZD,Safety,Down,44,12897,0,0
2513,PSR_1859_OAS_1_FU,TR_I_1859_OAS,Functional,Up,40,0,0,0
2514,PSR_1859_OAS_1_SU,TR_I_1859_OAS,Safety,Up,44,0,0,0
2515,PSR_1859_OAS_1_FD,TR_I_1859_OAS,Functional,Down,40,5579,0,0
2516,PSR_1859_OAS_1_SD,TR_I_1859_OAS,Safety,Down,44,5579,0,0
2517,PSR_1857_OAS_1_FU,TR_I_1857_OAS,Functional,Up,40,0,0,0
2518,PSR_1857_OAS_1_SU,TR_I_1857_OAS,Safety,Up,44,0,0,0
2519,PSR_1857_OAS_1_FD,TR_I_1857_OAS,Functional,Down,40,5575,0,0
2520,PSR_1857_OAS_1_SD,TR_I_1857_OAS,Safety,Down,44,5575,0,0
2521,PSR_109A_DMZ_1_FU,TR_S_109A_DMZ,Functional,Up,25,272671,0,0
2522,PSR_109A_DMZ_1_SU,TR_S_109A_DMZ,Safety,Up,27,272671,0,0
2523,PSR_109A_DMZ_1_FD,TR_S_109A_DMZ,Functional,Down,25,275671,0,0
2524,PSR_109A_DMZ_1_SD,TR_S_109A_DMZ,Safety,Down,27,275671,0,0
