ID,Name,Basic_Multitrack_Zone_ID_List,Critical,Technical_Room_ID,Give_Take_Isolation_Zone_Characteristics_ID,SPKS_ID,Switch_Normal_ID_List,Switch_Reverse_ID_List,Signal_ID_List,Route_ID_List
2020,GTIZ_CT_W_61,BMZ_CT_1_57;BMZ_CT_1_61;BMZ_AN_1_11,Not Critical,TCR_SLW_M_1A_L,GTIZC_WZ,0,0,0,SI_5_U_SLW;SI_1_U_SLW,R_4_SLW_17_WPP;R_4_SLW_17_WPP_C;R_2_SLW_3_SLW;R_2_SLW_3_SLW_C
2021,GTIZ_CT_W_54,BMZ_CT_2_54,Not Critical,TCR_SLW_M_1A_L,GTIZC_WZ,0,0,0,SI_2_U_SLW;SI_2A_D_SLW,R_3_SLW_16_WPP;R_3_SLW_16_WPP_C;R_1_SLW_8_SLW;R_1_SLW_8_SLW_C
2022,GTIZ_CT_W_60,BMZ_CT_2_60;BMZ_AN_2_10,Not Critical,TCR_SLW_M_1A_L,GTIZC_WZ,0,0,0,SI_10_D_SLW,R_24_SLW_4_SLW;R_24_SLW_4_SLW_C;R_1_SLW_8_SLW;R_2_SLW_8_SLW;R_1_SLW_8_SLW_C;R_2_SLW_8_SLW_C
2023,GTIZ_GP_W_11,BMZ_GP_3_11,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,0,R_6_DMZ_1_DMZ;R_5_DMZ_1_DMZ;R_6_DMZ_1_DMZ_C;R_5_DMZ_1_DMZ_C;R_7_MDW_1_DMZ;R_15D_MDW_1_DMZ;R_16D_MDW_1_DMZ;R_7_MDW_1_DMZ_C;R_15D_MDW_1_DMZ_C;R_16D_MDW_1_DMZ_C
2024,GTIZ_GP_W_21,BMZ_GP_1_21;BMZ_GP_1_23,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,0,R_6_DMZ_1_DMZ;R_5_DMZ_1_DMZ;R_6_DMZ_1_DMZ_C;R_5_DMZ_1_DMZ_C;R_7_MDW_1_DMZ;R_15D_MDW_1_DMZ;R_16D_MDW_1_DMZ;R_7_MDW_1_DMZ_C;R_15D_MDW_1_DMZ_C;R_16D_MDW_1_DMZ_C
2025,GTIZ_GP_W_31,BMZ_GP_1_25;BMZ_GP_1_31;BMZ_GP_1_33;BMZ_GP_1_35,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_7_519_D_DMZ,R_2_DMZ_5_DMZ;R_1_DMZ_5_DMZ;R_2_DMZ_5_DMZ_C;R_1_DMZ_5_DMZ_C;R_2_GPP_9A_DMZ;R_1_GPP_9A_DMZ;R_2_GPP_9A_DMZ_C;R_1_GPP_9A_DMZ_C
2026,GTIZ_GP_W_10,BMZ_GP_4_10;BMZ_GP_2_20,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,0,R_15D_MDW_2_DMZ;R_16D_MDW_2_DMZ;R_6_DMZ_2_DMZ;R_5_DMZ_2_DMZ;R_15D_MDW_2_DMZ_C;R_16D_MDW_2_DMZ_C;R_6_DMZ_2_DMZ_C;R_5_DMZ_2_DMZ_C;R_8_MDW_2_DMZ;R_8_MDW_2_DMZ_C
2027,GTIZ_GP_W_22,BMZ_GP_2_22,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,0,R_15D_MDW_2_DMZ;R_16D_MDW_2_DMZ;R_6_DMZ_2_DMZ;R_5_DMZ_2_DMZ;R_15D_MDW_2_DMZ_C;R_16D_MDW_2_DMZ_C;R_6_DMZ_2_DMZ_C;R_5_DMZ_2_DMZ_C;R_8_MDW_2_DMZ;R_8_MDW_2_DMZ_C
2028,GTIZ_GP_W_24,BMZ_GP_2_24,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_4_U_DMZ;SI_4_D_DMZ,R_1_DMZ_6_DMZ;R_1_DMZ_6_DMZ_C;R_5_DMZ_2_DMZ;R_5_DMZ_2_DMZ_C
2029,GTIZ_GP_W_30,BMZ_GP_2_30;BMZ_GP_2_32,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_8_D_DMZ;SI_8_517_D_DMZ,R_2_DMZ_6_DMZ;R_1_DMZ_6_DMZ;R_2_DMZ_6_DMZ_C;R_1_DMZ_6_DMZ_C
2030,GTIZ_GP_W_39,BMZ_GP_3_37;BMZ_GP_3_39,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_111_D_DMZ,R_5_DMZ_110_DMZ;R_5_DMZ_110_DMZ_C
2031,GTIZ_GP_W_41,BMZ_GP_1_41,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,0,R_2_GPP_9A_DMZ;R_1_GPP_9A_DMZ;R_2_GPP_9A_DMZ_C;R_1_GPP_9A_DMZ_C;R_5_DMZ_9A_DMZ;R_5_DMZ_9A_DMZ_C
2032,GTIZ_GP_W_40,BMZ_GP_2_40,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_8_U_DMZ,R_2_GPP_10_DMZ;R_1_GPP_10_DMZ;R_2_GPP_10_DMZ_C;R_1_GPP_10_DMZ_C
2033,GTIZ_GP_W_51,BMZ_GP_1_43;BMZ_GP_1_51;BMZ_GP_1_53,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_11_U_DMZ;SI_3_D_GPP,R_2_GPP_9A_DMZ;R_2_GPP_9A_DMZ_C;R_10_DMZ_1_GPP;R_10_DMZ_1_GPP_C
2034,GTIZ_GP_W_42,BMZ_GP_2_42,Not Critical,TCR_DMZ_M_5D_L,GTIZC_WZ,0,0,0,SI_12_U_DMZ;SI_12_D_DMZ,R_1_GPP_10_DMZ;R_1_GPP_10_DMZ_C;R_9A_DMZ_2_GPP;R_9A_DMZ_2_GPP_C
2035,GTIZ_GP_W_50,BMZ_GP_2_44;BMZ_GP_2_50,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_4_D_GPP,R_10_DMZ_2_GPP;R_9A_DMZ_2_GPP;R_10_DMZ_2_GPP_C;R_9A_DMZ_2_GPP_C
2036,GTIZ_GP_W_60,BMZ_GP_2_52;BMZ_GP_2_60,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_4_U_GPP,R_16_GPP_6_GPP;R_9_GPP_6_GPP;R_16_GPP_6_GPP_C;R_9_GPP_6_GPP_C
2037,GTIZ_GP_W_62,BMZ_GP_2_62,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_12_U_GPP,R_16_GPP_6_GPP;R_9_GPP_6_GPP;R_16_GPP_6_GPP_C;R_9_GPP_6_GPP_C
2038,GTIZ_GP_W_70,BMZ_GP_2_70,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,0,R_10_GPP_16_GPP;R_20A_GPP_16_GPP;R_120A_GPP_16_GPP;R_130A_GPP_16_GPP;R_7A_GPP_16_GPP;R_13A_GPP_16_GPP;R_100A_GPP_16_GPP;R_10_GPP_16_GPP_C;R_20A_GPP_16_GPP_C;R_120A_GPP_16_GPP_C;R_130A_GPP_16_GPP_C;R_7A_GPP_16_GPP_C;R_13A_GPP_16_GPP_C;R_100A_GPP_16_GPP_C;R_110A_GPP_16_GPP;R_110A_GPP_16_GPP_C
2039,GTIZ_GP_W_61,BMZ_GP_1_61,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_3_U_GPP,R_16_GPP_5_GPP;R_9_GPP_5_GPP;R_16_GPP_5_GPP_C;R_9_GPP_5_GPP_C
2040,GTIZ_GP_W_63,BMZ_GP_1_63,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_7A_U_GPP;SI_7_D_GPP,R_16_GPP_5_GPP;R_16_GPP_5_GPP_C;R_10_GPP_9_GPP;R_10_GPP_9_GPP_C
2041,GTIZ_GP_W_71,BMZ_GP_1_71,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,0,R_10_GPP_9_GPP;R_20A_GPP_9_GPP;R_7A_GPP_9_GPP;R_110A_GPP_9_GPP;R_13A_GPP_9_GPP;R_100A_GPP_9_GPP;R_10_GPP_9_GPP_C;R_20A_GPP_9_GPP_C;R_110A_GPP_9_GPP_C;R_13A_GPP_9_GPP_C;R_100A_GPP_9_GPP_C;R_130A_GPP_9_GPP;R_120A_GPP_9_GPP;R_130A_GPP_9_GPP_C;R_120A_GPP_9_GPP_C;R_7A_GPP_9_GPP_C
2042,GTIZ_PP_W_1,BMZ_PP_50_1;BMZ_PP_1_0;BMZ_PP_2_0;BMZ_PP_3_0,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_18_U_GPP,R_9_GPP_20D_GPP;R_9_GPP_120D_GPP;R_9_GPP_130D_GPP;R_9_GPP_20D_GPP_C;R_130A_GPP_9_GPP_C;R_120A_GPP_9_GPP_C;R_20A_GPP_16_GPP;R_120A_GPP_16_GPP;R_130A_GPP_16_GPP;R_13A_GPP_16_GPP;R_100A_GPP_16_GPP;R_20A_GPP_16_GPP_C;R_120A_GPP_16_GPP_C;R_130A_GPP_16_GPP_C;R_13A_GPP_16_GPP_C;R_100A_GPP_16_GPP_C;R_110A_GPP_16_GPP;R_110A_GPP_16_GPP_C
2043,GTIZ_PP_W_2,BMZ_PP_50_2;BMZ_PP_4_0;BMZ_PP_5_0;BMZ_PP_6_0,Not Critical,TCR_GPP_M_5E_L,GTIZC_WZ,0,0,0,SI_11_U_GPP,R_16_GPP_110D_GPP;R_16_GPP_13D_GPP;R_16_GPP_100D_GPP;R_16_GPP_110D_GPP_C;R_16_GPP_13D_GPP_C;R_16_GPP_100D_GPP_C;R_20A_GPP_9_GPP;R_110A_GPP_9_GPP;R_13A_GPP_9_GPP;R_100A_GPP_9_GPP;R_20A_GPP_9_GPP_C;R_110A_GPP_9_GPP_C;R_13A_GPP_9_GPP_C;R_100A_GPP_9_GPP_C;R_130A_GPP_9_GPP;R_120A_GPP_9_GPP;R_130A_GPP_9_GPP_C;R_120A_GPP_9_GPP_C
2044,GTIZ_GN_W_11,BMZ_GN_1_11;BMZ_GN_1_21;BMZ_GN_1_23,Not Critical,TCR_SVT_M_1A_L,GTIZC_WZ,0,0,0,SI_3_D_SVT,R_7_MDW_1_SVT;R_7_MDW_1_SVT_C;R_15D_MDW_1_SVT;R_15D_MDW_1_SVT_C;R_16D_MDW_1_SVT;R_16D_MDW_1_SVT_C
2045,GTIZ_GN_W_31,BMZ_GN_1_31;BMZ_GN_1_33,Not Critical,TCR_SVT_M_1A_L,GTIZC_WZ,0,0,0,SI_3_U_SVT,R_2_BLW_5_SVT;R_1_BLW_5_SVT;R_2_BLW_5_SVT_C;R_1_BLW_5_SVT_C
2046,GTIZ_GN_W_41,BMZ_GN_1_35;BMZ_GN_1_37;BMZ_GN_1_41;BMZ_GN_1_43,Not Critical,TCR_SVT_M_1A_L,GTIZC_WZ,0,0,0,SI_7_U_SVT;SI_3_D_SVT,R_2_BLW_5_SVT;R_2_BLW_5_SVT_C;R_6_SVT_1_BLW;R_6_SVT_1_BLW_C
2047,GTIZ_GN_W_10,BMZ_GN_2_10;BMZ_GN_2_20,Not Critical,TCR_SVT_M_1A_L,GTIZC_WZ,0,0,0,SI_4_D_SVT,R_8_MDW_2_SVT;R_15D_MDW_2_SVT;R_16D_MDW_2_SVT;R_8_MDW_2_SVT_C;R_15D_MDW_2_SVT_C;R_16D_MDW_2_SVT_C
2048,GTIZ_GN_W_30,BMZ_GN_2_22;BMZ_GN_2_30,Not Critical,TCR_SVT_M_1A_L,GTIZC_WZ,0,0,0,SI_4_U_SVT,R_2_BLW_6_SVT;R_2_BLW_6_SVT_C;R_1_BLW_6_SVT;R_1_BLW_6_SVT_C
2049,GTIZ_GN_W_32,BMZ_GN_2_32;BMZ_GN_2_34,Not Critical,TCR_SVT_M_1A_L,GTIZC_WZ,0,0,0,SI_8_U_SVT;SI_8_D_SVT,R_1_BLW_6_SVT;R_1_BLW_6_SVT_C;R_5_SVT_2_BLW;R_5_SVT_2_BLW_C
2050,GTIZ_GN_W_40,BMZ_GN_2_36;BMZ_GN_2_40,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,SI_4_D_BLW,R_6_SVT_2_BLW;R_5_SVT_2_BLW;R_6_SVT_2_BLW_C;R_5_SVT_2_BLW_C
2051,GTIZ_GN_W_51,BMZ_GN_1_51;BMZ_GN_1_53,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,SI_3_U_BLW,R_101A_BLW_5_BLW;R_101A_BLW_5_BLW_C;R_1_GN_9_BLW;R_1_GN_9_BLW_C
2052,GTIZ_GN_W_57,BMZ_GN_1_57,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,SI_11_U_BLW;SI_11_D_BLW,R_10_BLW_1_GN;R_10_BLW_1_GN_C;R_2_GN_9_BLW;R_2_GN_9_BLW_C
2053,GTIZ_GN_W_61,BMZ_GN_1_61;BMZ_GN_1_63,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_3_D_GN,R_10_BLW_1_GN;R_9_BLW_1_GN;R_10_BLW_1_GN_C;R_9_BLW_1_GN_C
2054,GTIZ_GN_W_55,BMZ_GN_1_55,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,0,R_6_BLW_101D_BLW;R_5_BLW_101D_BLW;R_6_BLW_101D_BLW_C;R_5_BLW_101D_BLW_C
2055,GTIZ_GN_W_50,BMZ_GN_2_42;BMZ_GN_2_50,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,SI_4_U_BLW;SI_8_D_BLW,R_101A_BLW_6_BLW;R_101A_BLW_6_BLW_C
2056,GTIZ_GN_W_52,BMZ_GN_2_52,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,SI_8_U_BLW,R_101A_BLW_6_BLW;R_101A_BLW_6_BLW_C;R_2_GN_10_BLW;R_1_GN_10_BLW;R_2_GN_10_BLW_C;R_1_GN_10_BLW_C
2057,GTIZ_GN_W_60,BMZ_GN_2_54;BMZ_GN_2_60,Not Critical,TCR_BLW_M_1A_L,GTIZC_WZ,0,0,0,SI_4_D_GN,R_10_BLW_2_GN;R_9_BLW_2_GN;R_10_BLW_2_GN_C;R_9_BLW_2_GN_C
2058,GTIZ_GN_W_71,BMZ_GN_1_71;BMZ_GN_1_73,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_3_U_GN,R_16_GN_5_GN;R_9_GN_5_GN;R_16_GN_5_GN_C;R_9_GN_5_GN_C
2059,GTIZ_GN_W_75,BMZ_GN_1_75,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_7A_U_GN;SI_7_D_GN,R_16_GN_5_GN;R_16_GN_5_GN_C;R_12_GN_9_GN;R_12_GN_9_GN_C
2060,GTIZ_GN_W_81,BMZ_GN_1_81,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,0,R_12_GN_9_GN;R_12_GN_9_GN_C;R_20A_GN_9_GN;R_13A_GN_9_GN;R_100A_GN_9_GN;R_110A_GN_9_GN;R_20A_GN_9_GN_C;R_13A_GN_9_GN_C;R_100A_GN_9_GN_C;R_110A_GN_9_GN_C
2061,GTIZ_GN_W_70,BMZ_GN_2_62;BMZ_GN_2_70,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_4_U_GN,R_16_GN_6_GN;R_9_GN_6_GN;R_16_GN_6_GN_C;R_9_GN_6_GN_C
2062,GTIZ_GN_W_72,BMZ_GN_2_72;BMZ_GN_2_74,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_12_U_GN,R_16_GN_6_GN;R_9_GN_6_GN;R_16_GN_6_GN_C;R_9_GN_6_GN_C
2063,GTIZ_GN_W_80,BMZ_GN_2_80,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_14_D_GN,R_12_GN_16_GN;R_7A_GN_16_GN;R_12_GN_16_GN_C;R_7A_GN_16_GN_C
2064,GTIZ_PG_W_1,BMZ_PG_1_0;BMZ_PG_2_0;BMZ_PG_50_2,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_18_U_GN,R_20A_GN_16_GN;R_13A_GN_16_GN;R_110A_GN_16_GN;R_100A_GN_16_GN;R_20A_GN_16_GN_C;R_13A_GN_16_GN_C;R_110A_GN_16_GN_C;R_100A_GN_16_GN_C
2065,GTIZ_PG_W_2,BMZ_PG_3_0;BMZ_PG_4_0;BMZ_PG_50_1,Not Critical,TCR_GN_M_1A_L,GTIZC_WZ,0,0,0,SI_11_U_GN,R_20A_GN_9_GN;R_13A_GN_9_GN;R_100A_GN_9_GN;R_110A_GN_9_GN;R_20A_GN_9_GN_C;R_13A_GN_9_GN_C;R_100A_GN_9_GN_C;R_110A_GN_9_GN_C
2066,GTIZ_RG_W_12,BMZ_RG_2_12;BMZ_RG_2_14,Not Critical,TCR_EZD_S_3B_R,GTIZC_WZ,0,0,0,0,R_17_ZD_25_ZD;R_17_ZD_25_ZD_C;R_29_ZD_25_ZD;R_29_ZD_25_ZD_C
2067,GTIZ_RG_W_13,BMZ_RG_1_13;BMZ_RG_1_15,Not Critical,TCR_EZD_S_3B_R,GTIZC_WZ,0,0,0,0,R_16_ZD_20_ZD;R_24A_ZD_20_ZD;R_24A_ZD_20_ZD_C;R_16_ZD_20_ZD_C
2068,GTIZ_PZ_W_1,BMZ_PZ_50_1;BMZ_PZ_50_3;BMZ_PZ_4_0;BMZ_PZ_50_4;BMZ_PZ_3_0;BMZ_PZ_50_2,Not Critical,TCR_EZD_S_3B_R,GTIZC_WZ,0,0,0,SI_57_U_ZD,R_154A_ZD_133A_ZD;R_154A_ZD_133A_ZD_C;R_29_ZD_133A_ZD;R_24A_ZD_133A_ZD;R_29_ZD_133A_ZD_C;R_24A_ZD_133A_ZD_C;R_154A_ZD_142A_ZD;R_154A_ZD_142A_ZD_C;R_29_ZD_142A_ZD;R_24A_ZD_142A_ZD;R_29_ZD_142A_ZD_C;R_24A_ZD_142A_ZD_C;R_29_ZD_152A_ZD;R_29_ZD_152A_ZD_C;R_29_ZD_161A_ZD;R_29_ZD_161A_ZD_C;R_17_ZD_132E_ZD;R_17_ZD_132E_ZD_C;R_16_ZD_132E_ZD;R_16_ZD_132E_ZD_C;R_17_ZD_141E_ZD;R_16_ZD_141E_ZD;R_16_ZD_141E_ZD_C;R_17_ZD_141E_ZD_C;R_17_ZD_151E_ZD;R_17_ZD_151E_ZD_C;R_17_ZD_160E_ZD;R_17_ZD_160E_ZD_C
2069,GTIZ_PZ_W_2,BMZ_PZ_50_5;BMZ_PZ_1_0;BMZ_PZ_50_7;BMZ_PZ_2_0;BMZ_PZ_50_6;BMZ_PZ_5_0,Not Critical,TCR_EZD_S_3B_R,GTIZC_WZ,0,0,0,0,R_154A_ZD_133A_ZD;R_154A_ZD_133A_ZD_C;R_24A_ZD_133A_ZD;R_24A_ZD_133A_ZD_C;R_154A_ZD_142A_ZD;R_154A_ZD_142A_ZD_C;R_24A_ZD_142A_ZD;R_24A_ZD_142A_ZD_C;R_154A_ZD_152A_ZD;R_154A_ZD_152A_ZD_C;R_29_ZD_152A_ZD;R_24A_ZD_152A_ZD;R_29_ZD_152A_ZD_C;R_24A_ZD_152A_ZD_C;R_29_ZD_161A_ZD;R_24A_ZD_161A_ZD;R_29_ZD_161A_ZD_C;R_24A_ZD_161A_ZD_C;R_154A_ZD_161A_ZD;R_154A_ZD_161A_ZD_C;R_16_ZD_132E_ZD;R_16_ZD_132E_ZD_C;R_17_ZD_141E_ZD;R_17_ZD_141E_ZD_C;R_17_ZD_151E_ZD;R_16_ZD_151E_ZD;R_16_ZD_151E_ZD_C;R_17_ZD_151E_ZD_C;R_17_ZD_160E_ZD;R_16_ZD_160E_ZD;R_16_ZD_160E_ZD_C;R_17_ZD_160E_ZD_C
2070,GTIZ_RG_W_10,BMZ_RG_2_10,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_23_D_ZD;SI_19_U_ZD;SI_120_D_ZD,R_132A_ZD_11_ZD;R_141A_ZD_11_ZD;R_151A_ZD_11_ZD;R_160A_ZD_11_ZD;R_132A_ZD_11_ZD_C;R_141A_ZD_11_ZD_C;R_151A_ZD_11_ZD_C;R_160A_ZD_11_ZD_C
2072,GTIZ_AW_W_30,BMZ_AW_2_30;BMZ_AW_2_26,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_23_D_ZD;SI_120_D_ZD;SI_9_1805_U_ZD;SI_3_U_ZD,R_2A_ZD_7_ZD;R_2A_ZD_7_ZD_C;R_132A_ZD_11_ZD;R_141A_ZD_11_ZD;R_151A_ZD_11_ZD;R_160A_ZD_11_ZD;R_132A_ZD_11_ZD_C;R_141A_ZD_11_ZD_C;R_151A_ZD_11_ZD_C;R_160A_ZD_11_ZD_C
2073,GTIZ_AW_W_1,BMZ_AW_4_1;BMZ_AW_4_2,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,0,R_1A_ZD_102D_ZD;R_2A_ZD_102D_ZD;R_1A_ZD_102D_ZD_C;R_2A_ZD_102D_ZD_C;R_11_ZD_104A_ZD;R_11_ZD_104A_ZD_C;R_111A_ZD_102A_ZD;R_10_ZD_102A_ZD;R_111A_ZD_102A_ZD_C;R_10_ZD_102A_ZD_C
2074,GTIZ_AW_W_22,BMZ_AW_2_22;BMZ_AW_2_24,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_5_D_ZD;SI_3_U_ZD,R_11_ZD_1_ZD;R_11_ZD_2_ZD;R_11_ZD_1_ZD_C;R_11_ZD_2_ZD_C;R_2A_ZD_7_ZD;R_2A_ZD_7_ZD_C;R_2A_ZD_102D_ZD;R_2A_ZD_102D_ZD_C
2075,GTIZ_AW_W_20,BMZ_AW_2_20,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,0,R_102A_ZD_1_ZD;R_102A_ZD_1_ZD_C;R_11_ZD_1_ZD;R_11_ZD_1_ZD_C;R_15_OAS_1A_ZD;R_3_OAS_1A_ZD;R_6_OAS_1A_ZD;R_15_OAS_1A_ZD_C;R_3_OAS_1A_ZD_C;R_6_OAS_1A_ZD_C
2076,GTIZ_AW_W_31,BMZ_AW_1_31;BMZ_AWRG_1_11,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_18A_U_ZD,R_132A_ZD_10_ZD;R_141A_ZD_10_ZD;R_151A_ZD_10_ZD;R_160A_ZD_10_ZD;R_132A_ZD_10_ZD_C;R_141A_ZD_10_ZD_C;R_151A_ZD_10_ZD_C;R_160A_ZD_10_ZD_C;R_102D_ZD_16_ZD;R_102D_ZD_16_ZD_C;R_6B_ZD_16_ZD;R_6B_ZD_16_ZD_C
2077,GTIZ_AW_W_25,BMZ_AW_1_25;BMZ_AW_1_27,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_8_D_ZD,R_2A_ZD_6B_ZD;R_2_ZD_6B_ZD_C;R_102D_ZD_16_ZD;R_102D_ZD_16_ZD_C;R_111A_ZD_6A_ZD;R_111A_ZD_6A_ZD_C
2078,GTIZ_AW_W_21,BMZ_AW_1_21;BMZ_AW_1_23,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_4_D_ZD,R_11_ZD_2_ZD;R_11_ZD_2_ZD_C;R_102A_ZD_2_ZD;R_102A_ZD_2_ZD_C;R_15_OAS_2A_ZD;R_3_OAS_2A_ZD;R_6_OAS_2A_ZD;R_15_OAS_2A_ZD_C;R_3_OAS_2A_ZD_C;R_6_OAS_2A_ZD_C
2079,GTIZ_AV_W_31,BMZ_AV_3_13;BMZ_AV_1_31,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_112_D_ZD,R_6B_ZD_111B_ZD;R_6B_ZD_111B_ZD_C;R_102D_ZD_111B_ZD;R_102D_ZD_111B_ZD_C
2080,GTIZ_AV_W_21,BMZ_AV_1_21,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,0,R_111A_ZD_102A_ZD;R_10_ZD_102A_ZD;R_111A_ZD_102A_ZD_C;R_10_ZD_102A_ZD_C;R_102D_ZD_111B_ZD;R_102D_ZD_111B_ZD_C
2081,GTIZ_AV_W_11,BMZ_AV_1_11,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,0,R_17_ZD_122_ZD
2082,GTIZ_AV_W_10,BMZ_AV_1_10,Not Critical,TCR_SET_S_4A_R,GTIZC_WZ,0,0,0,SI_112_U_ZD,0
2083,GTIZ_AW_W_16,BMZ_AW_2_16,Not Critical,TCR_OAS_M_4A_L,GTIZC_WZ,0,0,0,SI_11_D_OAS,R_15_OAS_1A_ZD;R_3_OAS_1A_ZD;R_6_OAS_1A_ZD;R_15_OAS_1A_ZD_C;R_3_OAS_1A_ZD_C;R_6_OAS_1A_ZD_C;R_15_OAS_2A_ZD;R_3_OAS_2A_ZD;R_15_OAS_2A_ZD_C;R_3_OAS_2A_ZD_C
2084,GTIZ_AW_W_14,BMZ_AW_2_14,Not Critical,TCR_OAS_M_4A_L,GTIZC_WZ,0,0,0,SI_9_1865_U_OAS;SI_9_U_OAS,R_1_ZD_15_OAS;R_2_ZD_15_OAS;R_1_ZD_15_OAS_C;R_2_ZD_15_OAS_C;R_1_ZD_3_OAS;R_2_ZD_3_OAS;R_1_ZD_3_OAS_C;R_2_ZD_3_OAS_C
2085,GTIZ_AW_W_10,BMZ_AW_4_10;BMZ_AW_2_10;BMZ_AW_2_12,Not Critical,TCR_OAS_M_4A_L,GTIZC_WZ,0,0,0,0,R_1_ZD_15_OAS;R_2_ZD_15_OAS;R_1_ZD_15_OAS_C;R_2_ZD_15_OAS_C;R_1_ZD_3_OAS;R_2_ZD_3_OAS;R_1_ZD_3_OAS_C;R_2_ZD_3_OAS_C;R_8_MDW_15_OAS;R_16A_MDW_15_OAS;R_8_MDW_15_OAS_C;R_16A_MDW_15_OAS_C;R_15_SLW_3_OAS;R_24_SLW_3_OAS;R_15_SLW_3_OAS_C;R_24_SLW_3_OAS_C
2086,GTIZ_AW_W_17,BMZ_AW_1_17,Not Critical,TCR_OAS_M_4A_L,GTIZC_WZ,0,0,0,SI_8_D_OAS,R_15_OAS_2A_ZD;R_3_OAS_2A_ZD;R_6_OAS_2A_ZD;R_15_OAS_2A_ZD_C;R_3_OAS_2A_ZD_C;R_6_OAS_2A_ZD_C
2087,GTIZ_AW_W_11,BMZ_AW_1_15;BMZ_AW_1_11;BMZ_AW_1_13,Not Critical,TCR_OAS_M_4A_L,GTIZC_WZ,0,0,0,SI_8_D_OAS;SI_4_U_OAS;SI_4_1871_U_OAS,R_1_ZD_6_OAS;R_1_ZD_6_OAS_C;R_15_OAS_2A_ZD;R_3_OAS_2A_ZD;R_6_OAS_2A_ZD;R_15_OAS_2A_ZD_C;R_3_OAS_2A_ZD_C;R_6_OAS_2A_ZD_C
2088,GTIZ_BN_W_25,BMZ_BN_3_25;BMZ_BN_3_27,Not Critical,TCR_SLW_M_1A_L,GTIZC_WZ,0,0,0,SI_1_D_OAS,R_15_SLW_3_OAS;R_24_SLW_3_OAS;R_15_SLW_3_OAS_C;R_24_SLW_3_OAS_C
