ID,Name,Type,Direction,Physical,Physical_Object_To_Measure,Choice_Selection_KP_Selection_Offset,Selection_KPTrack_ID,Selection_KPKpValue,Selection_KPKpCorrected_Trolley_Value,Selection_OffsetObject_Type,Selection_OffsetObject_ID,Selection_OffsetKP_Type,Selection_OffsetOffset
2039,PSB_14_661B_GN_80,Generic,Both,false,None,Selection_KP,TR_I_661_GN,15727,0,None,0,None,0
2040,PSB_18_665A_GN_2,Generic,Both,false,None,Selection_KP,TR_I_665_GN,0,0,None,0,None,0
2041,PSB_11_665B_GN_1,Generic,Both,false,None,Selection_KP,TR_I_665_GN,5037,0,None,0,None,0
2042,PSB_11_667A_GN_1,Generic,Both,false,None,Selection_KP,TR_I_667_GN,0,0,None,0,None,0
2043,PSB_18_667B_GN_2,Generic,Both,false,None,Selection_KP,TR_I_667_GN,5044,0,None,0,None,0
2044,PSB_11_671_GN_1,Generic,Both,false,None,Selection_KP,TR_S_671_EOT_GN,1253849,0,None,0,None,0
2045,PSB_18_673_GN_2,Generic,Both,false,None,Selection_KP,TR_S_673_EOT_GN,1252432,0,None,0,None,0
2046,PSB_CT_W_41_51,Generic,Both,true,Workzones_boundaries_41_51,Selection_KP,TR_1A_CS_GN,241064,0,None,0,None,0
2047,PSB_2_SVT_10,Generic,Both,true,Trackzones_boundaries_10_20,Selection_KP,TR_2A_CS_GN,675600,0,None,0,None,0
2048,PSB_1_SVT_11,Generic,Both,true,Trackzones_boundaries_11_21,Selection_KP,TR_1A_CS_GN,675400,0,None,0,None,0
2049,PSB_3_GN_61,Generic,Both,true,Trackzones_boundaries_61_63,Selection_KP,TR_1A_CS_GN,1040300,0,None,0,None,0
2050,PSB_CT_W_60_70,Generic,Both,true,Workzones_boundaries_60_70,Selection_KP,TR_2A_CS_GN,1036800,0,None,0,None,0
2051,PSB_W_12_20,Generic,Both,true,Workzones_boundaries_12_20,Selection_KP,TR_2A_CS_GN,82000,0,None,0,None,0
2052,PSB_CT_W_13_21,Generic,Both,true,Workzones_boundaries_13_21,Selection_KP,TR_1A_CS_GN,80800,0,None,0,None,0
2053,PSB_11_WPP_41,Generic,Both,true,Trackzones_boundaries_41_43,Selection_KP,TR_1A_CS_GN,226500,0,None,0,None,0
2054,PSB_W_42_44,Generic,Both,true,Workzones_boundaries_42_44,Selection_KP,TR_2A_CS_GN,236500,0,None,0,None,0
2055,PSB_W_44_50,Generic,Both,true,Workzones_boundaries_44_50,Selection_KP,TR_2A_CS_GN,248100,0,None,0,None,0
2056,PSB_14_WPP_46,Generic,Both,true,Trackzones_boundaries_46_50,Selection_KP,TR_2A_CS_GN,291400,0,None,0,None,0
2057,PSB_15_WPP_47,Generic,Both,true,Trackzones_boundaries_47_51,Selection_KP,TR_1A_CS_GN,290100,0,None,0,None,0
2058,PSB_17_WPP_51,Generic,Both,true,Trackzones_boundaries_51_53,Selection_KP,TR_1A_CS_GN,315500,0,None,0,None,0
2059,PSB_16_WPP_50,Generic,Both,true,Trackzones_boundaries_50_52,Selection_KP,TR_2A_CS_GN,316300,0,None,0,None,0
2060,PSB_17_MDW_23,Generic,Both,true,Trackzones_boundaries_23_25,Selection_KP,TR_5D_MDW_DMZ,31831,0,None,0,None,0
2061,PSB_18_MDW_22,Generic,Both,true,Trackzones_boundaries_22_24,Selection_KP,TR_6D_MDW_DMZ,32507,0,None,0,None,0
2062,PSB_4_513A_DMZ_24,Generic,Both,false,None,Selection_KP,TR_I_513_DMZ,0,0,None,0,None,0
2063,PSB_4_511B_DMZ_24,Generic,Both,false,None,Selection_KP,TR_I_511_DMZ,5400,0,None,0,None,0
2064,PSB_3_511A_DMZ_23,Generic,Both,false,None,Selection_KP,TR_I_511_DMZ,0,0,None,0,None,0
2065,PSB_3_513B_DMZ_25,Generic,Both,false,None,Selection_KP,TR_I_513_DMZ,5396,0,None,0,None,0
2066,PSB_8_517_DMZ_32,Generic,Both,false,None,Selection_KP,TR_S_517_EOS_DMZ,265031,0,None,0,None,0
2067,PSB_7_519_DMZ_33,Generic,Both,false,None,Selection_KP,TR_S_519_EOS_DMZ,265188,0,None,0,None,0
2068,PSB_12_549A_DMZ_42,Generic,Both,false,None,Selection_KP,TR_I_549_DMZ,0,0,None,0,None,0
2069,PSB_12_547B_DMZ_42,Generic,Both,false,None,Selection_KP,TR_I_547_DMZ,5582,0,None,0,None,0
2070,PSB_11_547A_DMZ_43,Generic,Both,false,None,Selection_KP,TR_I_547_DMZ,0,0,None,0,None,0
2071,PSB_11_549B_DMZ_43,Generic,Both,false,None,Selection_KP,TR_I_549_DMZ,5579,0,None,0,None,0
2072,PSB_14_567A_GPP_62,Generic,Both,false,None,Selection_KP,TR_I_567_GPP,0,0,None,0,None,0
2073,PSB_14_569B_GPP_70,Generic,Both,false,None,Selection_KP,TR_I_569_GPP,13122,0,None,0,None,0
2074,PSB_7_569A_GPP_63,Generic,Both,false,None,Selection_KP,TR_I_569_GPP,0,0,None,0,None,0
2075,PSB_7_567B_GPP_63,Generic,Both,false,None,Selection_KP,TR_I_567_GPP,5392,0,None,0,None,0
2076,PSB_18_573A_GPP_1,Generic,Both,false,None,Selection_KP,TR_I_573_GPP,0,0,None,0,None,0
2077,PSB_18_575B_GPP_1,Generic,Both,false,None,Selection_KP,TR_I_575_GPP,3498,0,None,0,None,0
2078,PSB_11_575A_GPP_2,Generic,Both,false,None,Selection_KP,TR_I_575_GPP,0,0,None,0,None,0
2079,PSB_11_573B_GPP_2,Generic,Both,false,None,Selection_KP,TR_I_573_GPP,3495,0,None,0,None,0
2080,PSB_18_581_GPP_1,Generic,Both,false,None,Selection_KP,TR_S_581_EOT_GPP,1029441,0,None,0,None,0
2081,PSB_18_585_GPP_1,Generic,Both,false,None,Selection_KP,TR_S_585_EOT_GPP,1030680,0,None,0,None,0
2082,PSB_11_579_GPP_2,Generic,Both,false,None,Selection_KP,TR_S_579_EOT_GPP,1028304,0,None,0,None,0
2083,PSB_11_583_GPP_2,Generic,Both,false,None,Selection_KP,TR_S_583_EOT_GPP,1030046,0,None,0,None,0
2084,PSB_2_DMZ_10,Generic,Both,true,Trackzones_boundaries_10_20,Selection_KP,TR_6D_MDW_DMZ,154000,0,None,0,None,0
2085,PSB_W_10_22,Generic,Both,true,Workzones_boundaries_10_22,Selection_KP,TR_6D_MDW_DMZ,184700,0,None,0,None,0
2086,PSB_W_11_21,Generic,Both,true,Workzones_boundaries_11_21,Selection_KP,TR_5D_MDW_DMZ,166600,0,None,0,None,0
2087,PSB_GP_W_22_24,Generic,Both,true,Workzones_boundaries_22_24,Selection_KP,TR_6D_MDW_DMZ,212500,0,None,0,None,0
2088,PSB_GP_W_24_30,Generic,Both,true,Workzones_boundaries_24_30,Selection_KP,TR_6D_MDW_DMZ,224100,0,None,0,None,0
2089,PSB_GP_W_21_31,Generic,Both,true,Workzones_boundaries_21_31,Selection_KP,TR_5D_MDW_DMZ,220111,0,None,0,None,0
2090,PSB_111_531_DMZ_37,Generic,Both,false,None,Selection_KP,TR_S_531_EOT_DMZ,287515,0,None,0,None,0
2091,PSB_111_DMZ_37,Generic,Both,false,None,Selection_KP,TR_S_531_EOT_DMZ,290000,0,None,0,None,0
2093,PSB_GP_W_40_42,Generic,Both,true,Workzones_boundaries_40_42,Selection_KP,TR_6E_DMZ_GPP,805000,0,None,0,None,0
2094,PSB_2_GPP_44,Generic,Both,true,Trackzones_boundaries_44_50,Selection_KP,TR_6E_DMZ_GPP,830400,0,None,0,None,0
2095,PSB_1_GPP_43,Generic,Both,true,Trackzones_boundaries_43_51,Selection_KP,TR_5E_DMZ_GPP,833800,0,None,0,None,0
2096,PSB_W_60_62,Generic,Both,true,Workzones_boundaries_60_62,Selection_KP,TR_6E_DMZ_GPP,982500,0,None,0,None,0
2098,PSB_GP_W_62_70,Generic,Both,true,Workzones_boundaries_62_70,Selection_KP,TR_6E_DMZ_GPP,985000,0,None,0,None,0
2099,PSB_W_63_71,Generic,Both,true,Workzones_boundaries_63_71,Selection_KP,TR_5E_DMZ_GPP,989000,0,None,0,None,0
2100,PSB_W_10_30,Generic,Both,true,Workzones_boundaries_10_30,Selection_KP,TR_2A_CS_GN,697000,0,None,0,None,0
2101,PSB_3_SVT_21,Generic,Both,true,Trackzones_boundaries_21_23,Selection_KP,TR_1A_CS_GN,696000,0,None,0,None,0
2102,PSB_GN_W_11_31,Generic,Both,true,Workzones_boundaries_11_31,Selection_KP,TR_1A_CS_GN,738200,0,None,0,None,0
2103,PSB_W_30_32,Generic,Both,true,Workzones_boundaries_30_32,Selection_KP,TR_2A_CS_GN,764000,0,None,0,None,0
2104,PSB_7_SVT_31,Generic,Both,true,Trackzones_boundaries_31_33,Selection_KP,TR_1A_CS_GN,763200,0,None,0,None,0
2105,PSB_1_BLW_37,Generic,Both,true,Trackzones_boundaries_37_41,Selection_KP,TR_1A_CS_GN,833600,0,None,0,None,0
2106,PSB_2_BLW_36,Generic,Both,true,Trackzones_boundaries_36_40,Selection_KP,TR_2A_CS_GN,833800,0,None,0,None,0
2107,PSB_GN_W_41_51,Generic,Both,true,Workzones_boundaries_41_51,Selection_KP,TR_1A_CS_GN,887000,0,None,0,None,0
2108,PSB_W_52_60,Generic,Both,true,Workzones_boundaries_52_60,Selection_KP,TR_2A_CS_GN,983162,0,None,0,None,0
2109,PSB_4_GN_62,Generic,Both,true,Trackzones_boundaries_62_70,Selection_KP,TR_2A_CS_GN,1102800,0,None,0,None,0
2110,PSB_GN_W_61_71,Generic,Both,true,Workzones_boundaries_61_71,Selection_KP,TR_1A_CS_GN,1121500,0,None,0,None,0
2111,PSB_W_70_72,Generic,Both,true,Workzones_boundaries_70_72,Selection_KP,TR_2A_CS_GN,1141800,0,None,0,None,0
2113,PSB_W_75_81,Generic,Both,true,Workzones_boundaries_75_81,Selection_KP,TR_1A_CS_GN,1214800,0,None,0,None,0
2114,PSB_W_72_80,Generic,Both,true,Workzones_boundaries_72_80,Selection_KP,TR_2A_CS_GN,1209368,0,None,0,None,0
2115,PSB_143_1909_ZD_4,Generic,Both,false,None,Selection_KP,TR_7B_ZD_ZD,1017056,0,None,0,None,0
2116,PSB_131_1913A_ZD_3,Generic,Both,false,None,Selection_KP,TR_I_1913_ZD,3312,0,None,0,None,0
2117,PSB_140_1913B_ZD_2,Generic,Both,false,None,Selection_KP,TR_I_1913_ZD,0,0,None,0,None,0
2118,PSB_130_1921_ZD_1,Generic,Both,false,None,Selection_KP,TR_S_1921_ZD,972804,0,None,0,None,0
2119,PSB_23_1797_ZD_10,Generic,Both,false,None,Selection_KP,TR_I_1797_ZD,0,0,None,0,None,0
2120,PSB_130_1797_ZD_1,Generic,Both,false,None,Selection_KP,TR_I_1797_ZD,5451,0,None,0,None,0
2121,PSB_143_1905A_ZD_4,Generic,Both,false,None,Selection_KP,TR_I_1905_ZD,3850,0,None,0,None,0
2122,PSB_143_1903B_ZD_4,Generic,Both,false,None,Selection_KP,TR_I_1903_ZD,0,0,None,0,None,0
2123,PSB_153_1903A_ZD_6,Generic,Both,false,None,Selection_KP,TR_I_1903_ZD,2439,0,None,0,None,0
2124,PSB_153_1905B_ZD_6,Generic,Both,false,None,Selection_KP,TR_I_1905_ZD,0,0,None,0,None,0
2125,PSB_140_1919A_ZD_2,Generic,Both,false,None,Selection_KP,TR_I_1919_ZD,3863,0,None,0,None,0
2126,PSB_140_1917B_ZD_2,Generic,Both,false,None,Selection_KP,TR_I_1917_ZD,0,0,None,0,None,0
2127,PSB_150_1917A_ZD_5,Generic,Both,false,None,Selection_KP,TR_I_1917_ZD,3859,0,None,0,None,0
2128,PSB_150_1919B_ZD_5,Generic,Both,false,None,Selection_KP,TR_I_1919_ZD,0,0,None,0,None,0
2129,PSB_153_1901B_ZD_6,Generic,Both,false,None,Selection_KP,TR_I_1901_ZD,0,0,None,0,None,0
2130,PSB_162_1901A_ZD_7,Generic,Both,false,None,Selection_KP,TR_I_1901_ZD,3307,0,None,0,None,0
2131,PSB_153_1907A_ZD_6,Generic,Both,false,None,Selection_KP,TR_I_1907_ZD,3312,0,None,0,None,0
2132,PSB_162_1907B_ZD_7,Generic,Both,false,None,Selection_KP,TR_I_1907_ZD,0,0,None,0,None,0
2133,PSB_150_1915_ZD_5,Generic,Both,false,None,Selection_KP,TR_S_1915_ZD,927267,0,None,0,None,0
2134,PSB_18_1799_ZD_11,Generic,Both,false,None,Selection_KP,TR_S_1799_EOT_ZD,916216,0,None,0,None,0
2135,PSB_19_1801B_ZD_10,Generic,Both,false,None,Selection_KP,TR_11_ZD_ZD,930364,0,None,0,None,0
2136,PSB_9_1805_ZD_26,Generic,Both,false,None,Selection_KP,TR_S_1831A_ZD,903200,501,None,0,None,0
2137,PSB_5_1831A_ZD_24,Generic,Both,false,None,Selection_KP,TR_S_1831A_ZD,857754,0,None,0,None,0
2138,PSB_103_1811_ZD_02,Generic,Both,false,None,Selection_KP,TR_12_ZD_ZD,879400,0,None,0,None,0
2139,PSB_110_1803A_ZD_13,Generic,Both,false,None,Selection_KP,TR_I_1803_ZD,9331,0,None,0,None,0
2140,PSB_110_1807A_ZD_13,Generic,Both,false,None,Selection_KP,TR_I_1807_ZD,0,0,None,0,None,0
2141,PSB_8_1803B_ZD_27,Generic,Both,false,None,Selection_KP,TR_I_1803_ZD,0,0,None,0,None,0
2142,PSB_8_1807B_ZD_25,Generic,Both,false,None,Selection_KP,TR_I_1807_ZD,5406,0,None,0,None,0
2143,PSB_3_1833A_ZD_22,Generic,Both,false,None,Selection_KP,TR_I_1833_ZD,12897,0,None,0,None,0
2144,PSB_4_1833B_ZD_23,Generic,Both,false,None,Selection_KP,TR_I_1833_ZD,0,0,None,0,None,0
2145,PSB_10_301_SLW_12,Generic,Both,false,None,Selection_KP,TR_4A_SLW_ZD,447900,0,None,0,None,0
2146,PSB_5_303_SLW_13,Generic,Both,false,None,Selection_KP,TR_3A_SLW_ZD,447900,0,None,0,None,0
2147,PSB_22_309_SLW_10,Generic,Both,false,None,Selection_KP,TR_S_EOT_309_SLW,462314,0,None,0,None,0
2148,PSB_13_307B_SLW_11,Generic,Both,false,None,Selection_KP,TR_I_307_SLW,6158,0,None,0,None,0
2149,PSB_101_307A_SLW_13,Generic,Both,false,None,Selection_KP,TR_I_307_SLW,0,0,None,0,None,0
2150,PSB_17_317_SLW_23,Generic,Both,false,None,Selection_KP,TR_S_317_LCM,475732,0,None,0,None,0
2151,PSB_9_319A_SLW_17,Generic,Both,false,None,Selection_KP,TR_I_319_SLW,0,0,None,0,None,0
2152,PSB_110_319B_SLW_1,Generic,Both,false,None,Selection_KP,TR_I_319_SLW,5629,0,None,0,None,0
2153,PSB_26_315_SLW_22,Generic,Both,false,None,Selection_KP,TR_S_315_EOS_SLW,476057,0,None,0,None,0
2154,PSB_26_329A_SLW_24,Generic,Both,false,None,Selection_KP,TR_I_329_SLW,0,0,None,0,None,0
2155,PSB_26_327B_SLW_24,Generic,Both,false,None,Selection_KP,TR_I_327_SLW,5572,0,None,0,None,0
2156,PSB_19_327A_SLW_25,Generic,Both,false,None,Selection_KP,TR_I_327_SLW,0,0,None,0,None,0
2157,PSB_19_329B_SLW_25,Generic,Both,false,None,Selection_KP,TR_I_329_SLW,5582,0,None,0,None,0
2158,PSB_14_313_SLW_16,Generic,Both,false,None,Selection_KP,TR_S_313_EOT_LCM,480591,0,None,0,None,0
2161,PSB_10_451A_MDW_22,Generic,Both,false,None,Selection_KP,TR_I_451_MDW,0,0,None,0,None,0
2162,PSB_10_453B_MDW_22,Generic,Both,false,None,Selection_KP,TR_I_453_MDW,13664,0,None,0,None,0
2163,PSB_20_453A_MDW_24,Generic,Both,false,None,Selection_KP,TR_I_453_MDW,0,0,None,0,None,0
2164,PSB_20_451B_MDW_24,Generic,Both,false,None,Selection_KP,TR_I_451_MDW,13969,0,None,0,None,0
2165,PSB_18_441A_MDW_22,Generic,Both,false,None,Selection_KP,TR_I_441_MDW,0,0,None,0,None,0
2166,PSB_18_443B_MDW_22,Generic,Both,false,None,Selection_KP,TR_I_443_MDW,5403,0,None,0,None,0
2167,PSB_17_443A_SLW_23,Generic,Both,false,None,Selection_KP,TR_I_443_MDW,0,0,None,0,None,0
2168,PSB_17_441B_SLW_23,Generic,Both,false,None,Selection_KP,TR_I_441_MDW,5398,0,None,0,None,0
2169,PSB_19_449A_MDW_25,Generic,Both,false,None,Selection_KP,TR_I_449_MDW,0,0,None,0,None,0
2170,PSB_19_447B_MDW_25,Generic,Both,false,None,Selection_KP,TR_I_447_MDW,22071,0,None,0,None,0
2171,PSB_9_447A_MDW_23,Generic,Both,false,None,Selection_KP,TR_I_447_MDW,0,0,None,0,None,0
2172,PSB_9_449B_MDW_23,Generic,Both,false,None,Selection_KP,TR_I_449_MDW,13219,0,None,0,None,0
2173,PSB_6_433_MDW_12,Generic,Both,false,None,Selection_KP,TR_6B_MDW_MDW,591309,0,None,0,None,0
2174,PSB_12_431A_MDW_12,Generic,Both,false,None,Selection_KP,TR_I_431_MDW,0,0,None,0,None,0
2175,PSB_14_431B_MDW_12,Generic,Both,false,None,Selection_KP,TR_I_431_MDW,16603,0,None,0,None,0
2176,PSB_15_429A_MDW_15,Generic,Both,false,None,Selection_KP,TR_I_429_MDW,0,0,None,0,None,0
2177,PSB_13_429B_MDW_13,Generic,Both,false,None,Selection_KP,TR_I_429_MDW,15878,0,None,0,None,0
2178,PSB_3_425A_MDW_11,Generic,Both,false,None,Selection_KP,TR_I_425_MDW,0,0,None,0,None,0
2179,PSB_13_425B_MDW_11,Generic,Both,false,None,Selection_KP,TR_I_425_MDW,26127,0,None,0,None,0
2180,PSB_4_403A_MDW_10,Generic,Both,false,None,Selection_KP,TR_I_403_MDW,0,0,None,0,None,0
2181,PSB_14_403B_MDW_10,Generic,Both,false,None,Selection_KP,TR_I_403_MDW,31875,0,None,0,None,0
2182,PSB_153_409A_LCM_20,Generic,Both,false,None,Selection_KP,TR_I_409_LCM,0,0,None,0,None,0
2183,PSB_153_411B_LCM_20,Generic,Both,false,None,Selection_KP,TR_I_411_LCM,3490,0,None,0,None,0
2184,PSB_164_411A_LCM_9,Generic,Both,false,None,Selection_KP,TR_I_411_LCM,0,0,None,0,None,0
2185,PSB_164_409B_LCM_9,Generic,Both,false,None,Selection_KP,TR_I_409_LCM,3480,0,None,0,None,0
2186,PSB_153_413_LCM_20,Generic,Both,false,None,Selection_KP,TR_S_373_LCM,569865,0,None,0,None,0
2187,PSB_164_415_LCM_9,Generic,Both,false,None,Selection_KP,TR_S_317_LCM,569839,0,None,0,None,0
2188,PSB_164_417_LCM_7,Generic,Both,false,None,Selection_KP,TR_S_421_LCM,564158,0,None,0,None,0
2189,PSB_114_421_LCM_5,Generic,Both,false,None,Selection_KP,TR_S_421_LCM,541201,0,None,0,None,0
2190,PSB_153_405_LCM_18,Generic,Both,false,None,Selection_KP,TR_S_343_LCM,563932,0,None,0,None,0
2191,PSB_122_345A_LCM_4,Generic,Both,false,None,Selection_KP,TR_I_345_LCM,0,0,None,0,None,0
2192,PSB_131_345B_LCM_6,Generic,Both,false,None,Selection_KP,TR_I_345_LCM,3772,0,None,0,None,0
2193,PSB_124_379B_LCM_14,Generic,Both,false,None,Selection_KP,TR_I_379_LCM,3670,0,None,0,None,0
2194,PSB_133_379A_LCM_12,Generic,Both,false,None,Selection_KP,TR_I_379_LCM,0,0,None,0,None,0
2195,PSB_191_343_LCM_2,Generic,Both,false,None,Selection_KP,TR_S_343_LCM,498115,0,None,0,None,0
2196,PSB_131_347_LCM_6,Generic,Both,false,None,Selection_KP,TR_S_347_LCM,508880,0,None,0,None,0
2197,PSB_133_377B_LCM_12,Generic,Both,false,None,Selection_KP,TR_I_377_LCM,3196,0,None,0,None,0
2198,PSB_140_377A_LCM_10,Generic,Both,false,None,Selection_KP,TR_I_377_LCM,0,0,None,0,None,0
2199,PSB_160_373_LCM_8,Generic,Both,false,None,Selection_KP,TR_S_373_LCM,520321,0,None,0,None,0
2200,PSB_160_375_LCM_3,Generic,Both,false,None,Selection_KP,TR_S_375_LCM,521394,0,None,0,None,0
2201,PSB_112_367_LCM_3,Generic,Both,false,None,Selection_KP,TR_S_367_EOT_LCM,520609,0,None,0,None,0
2202,PSB_160_369A_LCM_8,Generic,Both,false,None,Selection_KP,TR_I_369_LCM,0,0,None,0,None,0
2203,PSB_160_371B_LCM_8,Generic,Both,false,None,Selection_KP,TR_I_371_LCM,4228,0,None,0,None,0
2204,PSB_112_371A_LCM_3,Generic,Both,false,None,Selection_KP,TR_I_371_LCM,0,0,None,0,None,0
2205,PSB_112_369B_LCM_3,Generic,Both,false,None,Selection_KP,TR_I_369_LCM,4180,0,None,0,None,0
2206,PSB_10_SLW_60,Generic,Both,true,Trackzones_boundaries_60_10,Selection_KP,TR_2A_CS_GN,424200,0,None,0,None,0
2207,PSB_5_SLW_61,Generic,Both,true,Trackzones_boundaries_61_11,Selection_KP,TR_1A_CS_GN,424200,0,None,0,None,0
2208,PSB_BN_W_12_10,Generic,Both,true,Workzones_boundaries_12_10,Selection_KP,TR_4A_SLW_ZD,456300,0,None,0,None,0
2209,PSB_BN_W_13_11,Generic,Both,true,Workzones_boundaries_13_11,Selection_KP,TR_3A_SLW_ZD,454800,0,None,0,None,0
2211,PSB_16_SLW_16,Generic,Both,true,Trackzones_boundaries_16_18,Selection_KP,TR_2A_CS_GN,500000,0,None,0,None,0
2212,PSB_AZ_W_12_10,Generic,Both,true,Workzones_boundaries_12_10,Selection_KP,TR_2A_CS_GN,510000,0,None,0,None,0
2214,PSB_AZ_W_13_11,Generic,Both,true,Workzones_boundaries_13_11,Selection_KP,TR_1A_CS_GN,537200,0,None,0,None,0
2215,PSB_W_2_3,Generic,Both,true,Workzones_boundaries_2_3,Selection_KP,TR_S_347_LCM,520194,0,None,0,None,0
2216,PSB_W_3_1,Generic,Both,true,Workzones_boundaries_3_1,Selection_KP,TR_S_347_LCM,570000,0,None,0,None,0
2217,PSB_164_LCM_7,Generic,Both,true,Trackzones_boundaries_07_09,Selection_KP,TR_S_317_LCM,566450,0,None,0,None,0
2218,PSB_W_3_4,Generic,Both,true,Workzones_boundaries_3_4,Selection_KP,TR_S_375_LCM,570000,0,None,0,None,0
2219,PSB_25_ZD_12,Generic,Both,true,Trackzones_boundaries_12_14,Selection_KP,TR_3A_SLW_ZD,997600,0,None,0,None,0
2220,PSB_W_22_30,Generic,Both,true,Workzones_boundaries_22_30,Selection_KP,TR_3A_SLW_ZD,880200,0,None,0,None,0
2221,PSB_RG_W_20_22,Generic,Both,true,Workzones_boundaries_20_22,Selection_KP,TR_3A_SLW_ZD,831100,0,None,0,None,0
2222,PSB_9_OAS_4_10,Generic,Both,true,Trackzones_boundaries_4_10_2_12,Selection_KP,TR_3A_SLW_ZD,597500,0,None,0,None,0
2223,PSB_15_OAS_10,Generic,Both,false,Trackzones_boundaries_10_2_12,Selection_KP,TR_6A_MDW_OAS,665800,0,None,0,None,0
2224,PSB_W_10_10,Generic,Both,true,Workzones_boundaries_10_10,Selection_KP,TR_6A_MDW_OAS,651700,0,None,0,None,0
2225,PSB_W_25_10,Generic,Both,true,Workzones_boundaries_25_10,Selection_KP,TR_3A_SLW_ZD,583300,0,None,0,None,0
2226,PSB_8_OAS_11,Generic,Both,true,Trackzones_boundaries_11_1_13,Selection_KP,TR_4A_SLW_ZD,602000,0,None,0,None,0
2227,PSB_20_ZD_13,Generic,Both,true,Trackzones_boundaries_13_1_15,Selection_KP,TR_4A_SLW_ZD,999800,0,None,0,None,0
2228,PSB_W_25_31,Generic,Both,true,Workzones_boundaries_25_31,Selection_KP,TR_4A_SLW_ZD,911200,0,None,0,None,0
2229,PSB_8_ZD_25,Generic,Both,true,Trackzones_boundaries_25_1_27,Selection_KP,TR_4A_SLW_ZD,905334,0,None,0,None,0
2230,PSB_AW_W_21_25,Generic,Both,true,Workzones_boundaries_21_25,Selection_KP,TR_4A_SLW_ZD,866317,0,None,0,None,0
2231,PSB_W_31_10,Generic,Both,true,Workzones_boundaries_31_10,Selection_KP,TR_12_ZD_ZD,931200,0,None,0,None,0
2232,PSB_AV_W_21_31,Generic,Both,true,Workzones_boundaries_21_31,Selection_KP,TR_12_ZD_ZD,910734,0,None,0,None,0
2239,PSB_W_01_30,Generic,Both,true,Workzones_boundaries_01_30,Selection_KP,TR_S_1831A_ZD,897500,0,None,0,None,0
2240,PSB_W_22_01,Generic,Both,true,Workzones_boundaries_22_01,Selection_KP,TR_S_1831A_ZD,863000,0,None,0,None,0
2241,PSB_3_DMZ_21,Generic,Both,true,Trackzones_boundaries_21_23,Selection_KP,TR_5D_MDW_DMZ,196400,0,None,0,None,0
2242,PSB_9_1865_OAS_12,Generic,Both,true,Trackzones_boundaries_4_10_2_12,Selection_KP,TR_6A_MDW_OAS,679326,0,None,0,None,0
2243,PSB_11_1859B_OAS_16,Generic,Both,false,None,Selection_KP,TR_I_1859_OAS,0,0,None,0,None,0
2244,PSB_8_1859A_OAS_15,Generic,Both,false,None,Selection_KP,TR_I_1859_OAS,5579,0,None,0,None,0
2245,PSB_8_1857B_OAS_15,Generic,Both,false,None,Selection_KP,TR_I_1857_OAS,0,0,None,0,None,0
