ID,Name,Track_ID,KpValue,KpCorrected_Trolley_Value,SSP_Characteristics_ID,Train_Formation_Characteristics_ID_List,Accuracy_Required,Direction,Secondary_stopping_type,D_Min_Secondary_Piloting,D_Max_Secondary_Piloting
2345,SSP_GN_110D_U,TR_S_673_EOT_GN,1271218,22,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2346,SSP_GN_110E_U,TR_S_673_EOT_GN,1274418,954,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2347,SSP_DMZ_120A_U,TR_S_531_EOT_DMZ,305164,-36,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2348,SSP_DMZ_120B_U,TR_S_531_EOT_DMZ,316964,-48,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2349,SSP_DMZ_120C_U,TR_S_531_EOT_DMZ,328764,-101,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2351,SSP_GPP_100A_U,TR_S_579_EOT_GPP,1038226,-31,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2352,SSP_GPP_100B_U,TR_S_579_EOT_GPP,1041426,-62,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2353,SSP_GPP_100C_U,TR_S_579_EOT_GPP,1044626,-30,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2354,SSP_GPP_100D_U,TR_S_579_EOT_GPP,1047826,-62,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2355,SSP_GPP_110A_U,TR_S_583_EOT_GPP,1038197,6,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2356,SSP_GPP_110B_U,TR_S_583_EOT_GPP,1041397,-28,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2357,SSP_GPP_110C_U,TR_S_583_EOT_GPP,1044597,14,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2358,SSP_GPP_110D_U,TR_S_583_EOT_GPP,1047797,-13,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2359,SSP_GPP_120A_U,TR_S_581_EOT_GPP,1039601,40,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2360,SSP_GPP_120B_U,TR_S_581_EOT_GPP,1042801,78,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2361,SSP_GPP_120C_U,TR_S_581_EOT_GPP,1046001,41,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2362,SSP_GPP_120D_U,TR_S_581_EOT_GPP,1049201,-151,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2363,SSP_GPP_130A_U,TR_S_585_EOT_GPP,1039639,-49,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2364,SSP_GPP_130B_U,TR_S_585_EOT_GPP,1042839,-22,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2365,SSP_GPP_130C_U,TR_S_585_EOT_GPP,1046039,-58,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2366,SSP_GPP_130D_U,TR_S_585_EOT_GPP,1049239,-193,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2367,SSP_GPP_13A_U,TR_5E_DMZ_GPP,1038162,31,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2368,SSP_GPP_13B_U,TR_5E_DMZ_GPP,1041362,-12,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2369,SSP_GPP_13C_U,TR_5E_DMZ_GPP,1044562,20,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2370,SSP_GPP_13D_U,TR_5E_DMZ_GPP,1047762,-7,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2371,SSP_GPP_20A_U,TR_6E_DMZ_GPP,1039320,-29,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2372,SSP_GPP_20B_U,TR_6E_DMZ_GPP,1042520,20,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2373,SSP_GPP_20C_U,TR_6E_DMZ_GPP,1045720,-26,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2374,SSP_GPP_20D_U,TR_6E_DMZ_GPP,1048920,-37,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2375,SSP_LCM_121A_U,TR_S_313_EOT_LCM,491488,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2376,SSP_LCM_121A_D,TR_S_313_EOT_LCM,488388,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2377,SSP_LCM_121B_U,TR_S_313_EOT_LCM,494688,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2378,SSP_LCM_121B_D,TR_S_313_EOT_LCM,491588,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2379,SSP_LCM_121C_U,TR_S_313_EOT_LCM,497888,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2380,SSP_LCM_121C_D,TR_S_313_EOT_LCM,494788,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2381,SSP_LCM_121D_U,TR_S_313_EOT_LCM,501088,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2382,SSP_LCM_121D_D,TR_S_313_EOT_LCM,497988,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2383,SSP_LCM_123A_U,TR_S_313_EOT_LCM,513033,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2384,SSP_LCM_123A_D,TR_S_313_EOT_LCM,509933,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2385,SSP_LCM_123B_U,TR_S_313_EOT_LCM,516233,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2386,SSP_LCM_123B_D,TR_S_313_EOT_LCM,513133,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2387,SSP_LCM_123C_U,TR_S_313_EOT_LCM,519433,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2388,SSP_LCM_123C_D,TR_S_313_EOT_LCM,516333,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2389,SSP_LCM_123D_U,TR_S_313_EOT_LCM,522633,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2390,SSP_LCM_123D_D,TR_S_313_EOT_LCM,519533,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2391,SSP_LCM_125A_U,TR_S_313_EOT_LCM,537069,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2392,SSP_LCM_125B_U,TR_S_313_EOT_LCM,540269,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2393,SSP_LCM_125C_U,TR_S_313_EOT_LCM,543469,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2394,SSP_LCM_125D_U,TR_S_313_EOT_LCM,546669,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2395,SSP_LCM_132A_U,TR_S_343_LCM,515201,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2396,SSP_LCM_132A_D,TR_S_343_LCM,512101,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2397,SSP_LCM_132B_U,TR_S_343_LCM,518401,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2398,SSP_LCM_132B_D,TR_S_343_LCM,515301,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2399,SSP_LCM_132C_U,TR_S_343_LCM,521601,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2400,SSP_LCM_132C_D,TR_S_343_LCM,518501,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2401,SSP_LCM_132D_U,TR_S_343_LCM,524801,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2402,SSP_LCM_132D_D,TR_S_343_LCM,521701,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2403,SSP_LCM_134A_U,TR_S_343_LCM,535891,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2404,SSP_LCM_134A_D,TR_S_343_LCM,532791,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2405,SSP_LCM_134B_U,TR_S_343_LCM,539091,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2406,SSP_LCM_134B_D,TR_S_343_LCM,535991,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2407,SSP_LCM_134C_U,TR_S_343_LCM,542291,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2408,SSP_LCM_134C_D,TR_S_343_LCM,539191,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2409,SSP_LCM_134D_U,TR_S_343_LCM,545491,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2410,SSP_LCM_134D_D,TR_S_343_LCM,542391,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2411,SSP_LCM_135A_U,TR_S_343_LCM,548791,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2412,SSP_LCM_135A_D,TR_S_343_LCM,545691,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2413,SSP_LCM_135B_U,TR_S_343_LCM,551991,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2414,SSP_LCM_135B_D,TR_S_343_LCM,548891,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2415,SSP_LCM_135C_U,TR_S_343_LCM,555191,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2416,SSP_LCM_135C_D,TR_S_343_LCM,552091,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2417,SSP_LCM_135D_U,TR_S_343_LCM,558391,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2418,SSP_LCM_135D_D,TR_S_343_LCM,555291,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2419,SSP_LCM_141A_U,TR_S_373_LCM,535521,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2420,SSP_LCM_141A_D,TR_S_373_LCM,532421,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2421,SSP_LCM_141B_U,TR_S_373_LCM,538721,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2422,SSP_LCM_141B_D,TR_S_373_LCM,535621,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2423,SSP_LCM_141C_U,TR_S_373_LCM,541921,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2424,SSP_LCM_141C_D,TR_S_373_LCM,538821,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2425,SSP_LCM_141D_U,TR_S_373_LCM,545121,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2426,SSP_LCM_141D_D,TR_S_373_LCM,542021,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2427,SSP_LCM_142A_U,TR_S_373_LCM,548421,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2428,SSP_LCM_142A_D,TR_S_373_LCM,545321,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2429,SSP_LCM_142B_D,TR_S_373_LCM,548521,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2430,SSP_LCM_142B_U,TR_S_373_LCM,551621,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2431,SSP_LCM_142C_U,TR_S_373_LCM,554821,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2432,SSP_LCM_142C_D,TR_S_373_LCM,551721,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2433,SSP_LCM_142D_U,TR_S_373_LCM,558021,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2434,SSP_LCM_142D_D,TR_S_373_LCM,554921,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2435,SSP_LCM_150A_U,TR_S_375_LCM,530097,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2436,SSP_LCM_150A_D,TR_S_375_LCM,526997,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2437,SSP_LCM_150B_U,TR_S_375_LCM,533297,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2438,SSP_LCM_150B_D,TR_S_375_LCM,530197,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2439,SSP_LCM_150C_U,TR_S_375_LCM,536497,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2440,SSP_LCM_150C_D,TR_S_375_LCM,533397,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2441,SSP_LCM_150D_U,TR_S_375_LCM,539697,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2442,SSP_LCM_150D_D,TR_S_375_LCM,536597,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2443,SSP_LCM_151A_U,TR_S_375_LCM,542997,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2444,SSP_LCM_151A_D,TR_S_375_LCM,539897,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2445,SSP_LCM_151B_U,TR_S_375_LCM,546197,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2446,SSP_LCM_151B_D,TR_S_375_LCM,543097,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2447,SSP_LCM_151C_U,TR_S_375_LCM,549397,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2448,SSP_LCM_151C_D,TR_S_375_LCM,546297,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2449,SSP_LCM_151D_U,TR_S_375_LCM,552597,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2450,SSP_LCM_151D_D,TR_S_375_LCM,549497,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2451,SSP_LCM_152A_U,TR_S_375_LCM,555897,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2452,SSP_LCM_152A_D,TR_S_375_LCM,552797,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2453,SSP_LCM_152B_U,TR_S_375_LCM,559097,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2454,SSP_LCM_152B_D,TR_S_375_LCM,555997,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2455,SSP_LCM_152C_U,TR_S_375_LCM,562297,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2456,SSP_LCM_152C_D,TR_S_375_LCM,559197,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2457,SSP_LCM_152D_U,TR_S_375_LCM,565497,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2458,SSP_LCM_152D_D,TR_S_375_LCM,562397,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2459,SSP_LCM_161A_U,TR_S_347_LCM,530297,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
