ID,Name,Track_ID,KpValue,KpCorrected_Trolley_Value,SSP_Characteristics_ID,Train_Formation_Characteristics_ID_List,Accuracy_Required,Direction,Secondary_stopping_type,D_Min_Secondary_Piloting,D_Max_Secondary_Piloting
2460,SSP_LCM_161A_D,TR_S_347_LCM,527197,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2461,SSP_LCM_161B_U,TR_S_347_LCM,533497,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2462,SSP_LCM_161B_D,TR_S_347_LCM,530397,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2463,SSP_LCM_161C_U,TR_S_347_LCM,536697,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2464,SSP_LCM_161C_D,TR_S_347_LCM,533597,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2465,SSP_LCM_161D_U,TR_S_347_LCM,539897,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2466,SSP_LCM_161D_D,TR_S_347_LCM,536797,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2467,SSP_LCM_162A_U,TR_S_347_LCM,543197,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2468,SSP_LCM_162A_D,TR_S_347_LCM,540097,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2469,SSP_LCM_162B_U,TR_S_347_LCM,546397,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2470,SSP_LCM_162B_D,TR_S_347_LCM,543297,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2471,SSP_LCM_162C_U,TR_S_347_LCM,549597,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2472,SSP_LCM_162C_D,TR_S_347_LCM,546497,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2473,SSP_LCM_162D_U,TR_S_347_LCM,552797,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2474,SSP_LCM_162D_D,TR_S_347_LCM,549697,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2475,SSP_LCM_163A_U,TR_S_347_LCM,556097,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2476,SSP_LCM_163A_D,TR_S_347_LCM,552997,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2477,SSP_LCM_163B_U,TR_S_347_LCM,559297,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2478,SSP_LCM_163B_D,TR_S_347_LCM,556197,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2479,SSP_LCM_163C_U,TR_S_347_LCM,562497,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2480,SSP_LCM_163C_D,TR_S_347_LCM,559397,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2481,SSP_LCM_163D_U,TR_S_347_LCM,565697,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2482,SSP_LCM_163D_D,TR_S_347_LCM,562597,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2484,SSP_LCM_113A_D,TR_S_317_LCM,526525,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2489,SSP_LCM_113D_U,TR_S_317_LCM,539225,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2491,SSP_LCM_115A_U,TR_S_317_LCM,549239,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2492,SSP_LCM_115A_D,TR_S_317_LCM,546089,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2493,SSP_LCM_115B_U,TR_S_317_LCM,552439,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2494,SSP_LCM_115B_D,TR_S_317_LCM,549339,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2495,SSP_LCM_115C_U,TR_S_317_LCM,555639,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2496,SSP_LCM_115C_D,TR_S_317_LCM,552539,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2497,SSP_LCM_115D_U,TR_S_317_LCM,558839,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2498,SSP_LCM_115D_D,TR_S_317_LCM,555739,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2503,SSP_LCM_180A_U,TR_S_421_LCM,549264,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2504,SSP_LCM_180B_U,TR_S_421_LCM,552464,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2505,SSP_LCM_180C_U,TR_S_421_LCM,555664,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2506,SSP_LCM_180D_U,TR_S_421_LCM,558864,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2509,SSP_DMZ_101_U,TR_S_517_EOS_DMZ,309461,3112,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2510,SSP_DMZ_100A_D,TR_S_517_EOS_DMZ,293562,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2513,SSP_DMZ_113_U,TR_S_519_EOS_DMZ,314870,737,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2514,SSP_DMZ_112A_D,TR_S_519_EOS_DMZ,299004,-50,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2515,SSP_ZD_17_U_234,TR_3A_SLW_ZD,929888,-87,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2517,SSP_ZD_15_D_2,TR_3A_SLW_ZD,923694,-178,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2518,SSP_ZD_13_D_3,TR_3A_SLW_ZD,920598,-155,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2519,SSP_ZD_11_D_4,TR_3A_SLW_ZD,917501,-120,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2520,SSP_ZD_111B_U_12,TR_12_ZD_ZD,928815,-74,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2521,SSP_ZD_111A_D_2,TR_12_ZD_ZD,922621,-12,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2522,SSP_ZD_111B_D_1,TR_12_ZD_ZD,925718,-405,SSPC_ALL,TRFC_S1S2_2;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2523,SSP_ZD_16_U,TR_4A_SLW_ZD,929017,12,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2524,SSP_ZD_16_D_1,TR_4A_SLW_ZD,925920,-22,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Down,false,0,0
2525,SSP_ZD_14_D_2,TR_4A_SLW_ZD,922823,-1,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Down,false,0,0
2526,SSP_ZD_12_D_3,TR_4A_SLW_ZD,919727,17,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2527,SSP_ZD_10_D_4,TR_4A_SLW_ZD,916630,-28,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2528,SSP_ZD_132A_U,TR_7B_ZD_ZD,986427,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S3M4_1,Strategy_1,Up,false,0,0
2529,SSP_ZD_132A_D,TR_7B_ZD_ZD,983327,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2530,SSP_ZD_132B_U,TR_7B_ZD_ZD,989627,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Strategy_1,Up,false,0,0
2531,SSP_ZD_132B_D,TR_7B_ZD_ZD,986527,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2532,SSP_ZD_132C_U,TR_7B_ZD_ZD,992827,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Up,false,0,0
2533,SSP_ZD_132C_D,TR_7B_ZD_ZD,989727,0,SSPC_ALL,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Strategy_1,Down,false,0,0
2534,SSP_ZD_132D_U,TR_7B_ZD_ZD,996027,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2535,SSP_ZD_132D_D,TR_7B_ZD_ZD,992927,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2536,SSP_ZD_132E_U,TR_7B_ZD_ZD,999227,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2537,SSP_ZD_132E_D,TR_7B_ZD_ZD,996127,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2538,SSP_ZD_133A_U,TR_7B_ZD_ZD,1002527,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2539,SSP_ZD_133A_D,TR_7B_ZD_ZD,999427,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2540,SSP_ZD_133B_U,TR_7B_ZD_ZD,1005727,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2541,SSP_ZD_133B_D,TR_7B_ZD_ZD,1002627,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2542,SSP_ZD_133C_U,TR_7B_ZD_ZD,1008927,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2543,SSP_ZD_133C_D,TR_7B_ZD_ZD,1005827,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2544,SSP_ZD_133D_U,TR_7B_ZD_ZD,1012127,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2545,SSP_ZD_133D_D,TR_7B_ZD_ZD,1009027,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2546,SSP_ZD_141A_U,TR_S_1921_ZD,986108,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2547,SSP_ZD_141A_D,TR_S_1921_ZD,983008,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2548,SSP_ZD_141B_U,TR_S_1921_ZD,989308,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2549,SSP_ZD_141B_D,TR_S_1921_ZD,986208,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2550,SSP_ZD_141C_U,TR_S_1921_ZD,992508,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2551,SSP_ZD_141C_D,TR_S_1921_ZD,989408,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2552,SSP_ZD_141D_U,TR_S_1921_ZD,995708,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2553,SSP_ZD_141D_D,TR_S_1921_ZD,992608,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2554,SSP_ZD_141E_U,TR_S_1921_ZD,998908,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2555,SSP_ZD_141E_D,TR_S_1921_ZD,995808,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2556,SSP_ZD_142A_U,TR_S_1921_ZD,1002208,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2557,SSP_ZD_142A_D,TR_S_1921_ZD,999108,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2558,SSP_ZD_142B_U,TR_S_1921_ZD,1005408,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2559,SSP_ZD_142B_D,TR_S_1921_ZD,1002308,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2560,SSP_ZD_142C_U,TR_S_1921_ZD,1008608,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2561,SSP_ZD_142C_D,TR_S_1921_ZD,1005508,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2562,SSP_ZD_142D_U,TR_S_1921_ZD,1011808,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2563,SSP_ZD_142D_D,TR_S_1921_ZD,1008708,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2564,SSP_ZD_151A_D,TR_S_1799_EOT_ZD,931353,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2565,SSP_ZD_151A_U,TR_S_1799_EOT_ZD,934453,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2566,SSP_ZD_151B_U,TR_S_1799_EOT_ZD,937653,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2567,SSP_ZD_151B_D,TR_S_1799_EOT_ZD,934553,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2568,SSP_ZD_151C_U,TR_S_1799_EOT_ZD,940853,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2569,SSP_ZD_151C_D,TR_S_1799_EOT_ZD,937753,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
2570,SSP_ZD_151D_U,TR_S_1799_EOT_ZD,944053,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Up,false,0,0
2571,SSP_ZD_151D_D,TR_S_1799_EOT_ZD,940953,0,SSPC_ALL,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Strategy_1,Down,false,0,0
