ID,ATO_Min_Approach_Distance_Min,ATO_Min_Approach_Distance_Max,C_Safety_Rollback_Dist,PSD_Status_Detection_Latency,PSD_Opening_Command_Validity_Time,HILC_CC_ATS_DT_SH_Hour,HILC_CC_ATS_DT_Confirmation,HILC_CC_ATS_DT_Return_Code,HILC_LC_ATS_DT_SH_Hour,HILC_LC_ATS_DT_Confirmation,HILC_LC_ATS_DT_Return_Code,T_ATS_ZC_Reply_Timeout,T_ATS_ZC_Prep_Conf_Timeout,T_ATS_ZC_Prep_Exec_Timeout,T_ATS_CBI_Reply_Timeout,T_ATS_CBI_Prep_Conf_Timeout,T_ATS_CBI_Prep_Exec_Timeout,T_Switch_Calling_Exec_Timeout,T_Route_Cancel_Mainline_Exec_Timeout,T_Route_Cancel_Depot_Exec_Timeout,T_Cycle_Control_Exec_Timeout,T_Cycle_Cancellation_Exec_Timeout,T_ATS_2CBIs_Reply_Timeout,T_2CBIs_Route_Control_Exec_Timeout,T_Departure_Authorization_Timeout,T_Traffic_Reversal_Exec_Timeout,Powering_Status_Request_Timeout,Train_Wake_Up_Setting_Timeout,Call_On_Route_Setting_Timer,Call_On_Route_Release_Timer,ATC_Overlap_Timer_BM,Additional_CBI_Time_BM,T_ATS_CC_Reply_Timeout,C_Safety_Reverse_Mvt_Dist,C_Locking_filtering_ZC,T_CBI_Point_Lock_Reservation_Timeout,T_CBI_No_Point_Detection_Timeout,T_ATS_Point_Authorization_To_Move_Timeout,T_ATS_Point_Authorization_To_Move_Ack_Timeout,Restrictive_Signal_Received_By_ZC,C_EMI_Trackside_Margin,Front_Sweeping_Anticipation_Non_Protected_Mode,Front_Sweeping_Anticipation_Protected_Mode,HILC_ZC_ATS_DT_SH_Hour,HILC_ZC_ATS_DT_Confirmation,HILC_ZC_ATS_DT_Return_Code,ATS_TWU_Setting_Ack_Timeout,Set_AC_SDD_In_Operation_Timeout,T_Give_Isolation_Exec_Timeout,T_Take_Back_Isolation_Exec_Timeout
1,2517,5862,636,0,0,5,28,32,5,38,42,5,28,32,5,28,32,13,121,0,0,0,7,10,0,7,4382,4382,0,0,0,0,5,0,0,0,0,0,0,0,0,709,0,0,0,0,0,8262,7,5
